安眠穴	anmianxue
膀胱切除术	pangguangqiechushu|bangguangqiechushu
膀胱切开取石术	pangguangqiekaiqushishu|bangguangqiekaiqushishu
膀胱全切除术	pangguangquanqiechushu|bangguangquanqiechushu
膀胱缺如	pangguangqueru|bangguangqueru
膀胱肉瘤	pangguangrouliu|bangguangrouliu
膀胱乳头状癌	pangguangrutouzhuangai|bangguangrutouzhuangai
膀胱乳头状瘤	pangguangrutouzhuangliu|bangguangrutouzhuangliu
膀胱乳头状瘤病	pangguangrutouzhuangliubing|bangguangrutouzhuangliubing
膀胱三对比造影	pangguangsanduibizaoying
膀胱三角区炎	pangguangsanjiaoquyan|bangguangsanjiaoquyan
膀胱嗜铬细胞瘤	pangguangshigexibaoliu|bangguangshigexibaoliu
膀胱实热	pangguangshire
膀胱湿热证	pangguangshirezheng
膀胱输尿管反流	pangguangshuniaoguanfanliu|bangguangshuniaoguanfanliu
膀胱输尿管瘘	pangguangshuniaoguanlou|bangguangshuniaoguanlou
膀胱输尿管移植术	pangguangshuniaoguanyizhishu|bangguangshuniaoguanyizhishu
膀胱双对比造影	pangguangshuangduibizaoying
膀胱碎石洗出术	pangguangsuishixichushu|bangguangsuishixichushu
膀胱损伤	pangguangsunshang|bangguangsunshang
膀胱损伤证	pangguangsunshangzheng
膀胱脱垂	pangguangtuochui|bangguangtuochui
膀胱外翻	pangguangwaifan|bangguangwaifan
膀胱腺癌	pangguangxianai|bangguangxianai
膀胱腺瘤	pangguangxianliu|bangguangxianliu
膀胱小肠裂	pangguangxiaochanglie|bangguangxiaochanglie
膀胱小梁形成	pangguangxiaoliangxingcheng|bangguangxiaoliangxingcheng
膀胱虚寒	pangguangxuhan
膀胱虚寒证	pangguangxuhanzheng
膀胱虚冷证	pangguangxulengzheng
膀胱血管瘤	pangguangxueguanliu|bangguangxueguanliu
膀胱移行细胞癌	pangguangyihangxibaoai|bangguangyixingxibaoai
膀胱异物	pangguangyiwu|bangguangyiwu
膀胱阴道瘘	pangguangyindaolou|bangguangyindaolou
膀胱原位癌	pangguangyuanweiai|bangguangyuanweiai
膀胱造影	pangguangzaoying
膀胱真菌病	pangguangzhenjunbing|bangguangzhenjunbing
膀胱直肠瘘	pangguangzhichanglou|bangguangzhichanglou
膀胱肿瘤	pangguangzhongliu|bangguangzhongliu
膀胱紫癜	pangguangzidian|bangguangzidian
膀胱子宫瘘	pangguangzigonglou|bangguangzigonglou
膀胱子宫内膜异位症	pangguangzigongneimoyiweizheng|bangguangzigongneimoyiweizheng
旁路途径	panglutujing
鰟魮鱼	pangpiyu
胖树根	pangshugen
螃蟹甲	pangxiejia
螃蟹脚	pangxiejiao
螃蟹七	pangxieqi
胖血藤	pangxueteng
旁正中切口	pangzhengzhongqiekou
泡参	paocan
炮弹果	paodanguo
泡花子	paohuazi
炮甲片	paojiapian
炮姜	paojiang
炮姜炭	paojiangtan
泡囊草	paonangcao
泡囊草根	paonangcaogen
泡泡草	paopaocao
狍茸	paorong
炮山甲	paoshanjia
泡桐根	paotonggen
泡桐果	paotongguo
泡桐花	paotonghua
泡桐木皮	paotongmupi
泡桐树皮	paotongshupi
泡桐叶	paotongye
炮仗花	paozhanghua
疱疹后神经痛	paozhenhoushenjingtong
疱疹性湿疹	paozhenxingshizhen
疱疹性外阴阴道炎	paozhenxingwaiyinyindaoyan
疱疹性须疮	paozhenxingxuchuang
疱疹性龈口炎	paozhenxingyinkouyan
疱疹样阿弗他口炎	paozhenyangafutakouyan
疱疹样脓疱病	paozhenyangnongpaobing
疱疹样皮炎	paozhenyangpiyan
疱疹样天疱疮	paozhenyangtianpaochuang
疱疹样硬斑病	paozhenyangyingbanbing
胚斑	peiban
胚宝胶囊	peibaojiaonang
胚层	peiceng
配对联想学习	peiduilianxiangxuexi
佩尔特斯试验	peiertesishiyan
佩吉特病	peijitebing
胚孔	peikong
佩兰	peilan
胚膜	peimo
配偶肾移植	peioushenyizhi
胚盘	peipan
胚泡	peipao
胚乳	peiru
裴氏着色霉	peishizhuosemei
胚胎	peitai
胚胎发生	peitaifasheng
胚胎肝细胞移植	peitaiganxibaoyizhi
胚胎肝移植	peitaiganyizhi
胚胎脑组织移植	peitainaozuzhiyizhi
胚胎培养	peitaipeiyang
胚胎器官移植	peitaiqiguanyizhi
胚胎肾移植	peitaishenyizhi
胚胎组织移植	peitaizuzhiyizhi
配体	peiti
配伍	peiwu
配伍枳朴泻力强	peiwuzhipuxieliqiang
培训心理学	peixunxinlixue
培养基	peiyangji
培养皿	peiyangmin
培养液	peiyangye
配子发生	peizifasheng
配子母细胞	peizimuxibao
配子囊	peizinang
配子配合	peizipeihe
配子生殖	peizishengzhi
盆架树	penjiashu
盆腔包虫病	penqiangbaochongbing
盆腔横纹肌肉瘤	penqianghengwenjirouliu
盆腔肾	penqiangshen
喷射冷冻法	penshelengdongfa
喷射血流空洞化	penshexueliukongdonghua
喷他佐辛	pentazuoxin
蓬莱草	penglaicao
蓬莱葛	penglaige
蓬蘽	penglei
蟛蜞	pengqi
蟛蜞菊	pengqiju
硼砂	pengsha
膨压	pengya
膨胀期	pengzhangqi
膨胀性生长	pengzhangxingshengzhang
蓬子菜	pengzicai
蓬佐错觉	pengzuocuojue
皮瓣	piban
皮瓣断蒂	pibanduandi
皮瓣逆转设计法	pibannizhuanshejifa
皮瓣舒平	pibanshuping
皮瓣形成	pibanxingcheng
皮瓣修薄	pibanxiubo
皮瓣修整	pibanxiuzheng
皮瓣训练	pibanxunlian
皮瓣移植	pibanyizhi
皮瓣移植术	pibanyizhishu
皮瓣转移	pibanzhuanyi
皮痹	pibi
皮痹病	pibibing
脾不统血	pibutongxue
脾不统血证	pibutongxuezheng
皮层	piceng
皮袋香	pidaixiang
皮袋香根	pidaixianggen
蜱叮咬	pidingyao
脾动脉瘤	pidongmailiu
皮尔逊相关系数	pierxunxiangguanxishu
脾肺气虚膀胱失约证	pifeiqixupangguangshiyuezheng
脾肺气虚证	pifeiqixuzheng
脾肺气血补方先	pifeiqixuebufangxian
皮肤阿米巴病	pifuamibabing
皮肤白喉	pifubaihou
皮肤白血病	pifubaixuebing
皮肤保存	pifubaocun
皮肤病鸡眼病	pifubingjiyanbing
皮肤病疥疮病	pifubingjiechuangbing
皮肤病淋病	pifubinglinbing
皮肤病麻风病	pifubingmafengbing
皮肤病梅毒病	pifubingmeidubing
皮肤病胼胝病	pifubingpianzhibing
皮肤病学	pifubingxue
皮肤橙色病	pifuchengsebing
皮肤电传导	pifudianchuandao
皮肤电反应	pifudianfanying
皮肤淀粉样变性	pifudianfenyangbianxing
皮肤风热证	pifufengrezheng
皮肤附属器	pifufushuqi
皮肤钙质沉着症	pifugaizhichenzhuozheng
皮肤骨瘤	pifuguliu
皮肤光老化	pifuguanglaohua
皮肤划痕症	pifuhuahenzheng
皮肤坏疽	pifuhuaiju
皮肤混合瘤	pifuhunheliu
皮肤利什曼病	pifulishimanbing
皮肤淋巴细胞浸润症	pifulinbaxibaojinrunzheng
皮肤淋巴细胞瘤	pifulinbaxibaoliu
皮肤毛细血管瘤	pifumaoxixueguanliu
皮肤磨削术	pifumoxueshu
皮肤脑脊	pifunaoji
皮肤尿流改道术	pifuniaoliugaidaoshu
皮肤平滑肌瘤	pifupinghuajiliu
皮肤乳头瘤病	pifurutouliubing
皮肤色素	pifusesu
皮肤神经瘤	pifushenjingliu
皮肤神经炎	pifushenjingyan
皮肤湿度	pifushidu
皮肤湿热证	pifushirezheng
皮肤松弛症	pifusongchizheng
皮肤松垂	pifusongchui
皮肤酸碱度	pifusuanjiandu
皮肤弹性过度综合征	pifutanxingguoduzonghezheng
皮肤替代品	pifutidaipin
皮肤无针喷注器	pifuwuzhenpenzhuqi
皮肤纤维瘤	pifuxianweiliu
皮肤癣菌病	pifuxuanjunbing
皮肤血虚风燥证	pifuxuexufengzaozheng
皮肤养护	pifuyanghu
皮肤异色病	pifuyisebing
皮肤移植	pifuyizhi
皮肤移植术	pifuyizhishu
皮肤真菌病	pifuzhenjunbing
皮肤脂度测定	pifuzhiduceding
皮肤脂肪切除术	pifuzhifangqiechushu
皮肤致敏抗体	pifuzhiminkangti
皮肤皱襞	pifuzhoubi
皮肤猪囊尾蚴病	pifuzhunangweiyoubing
皮革样胃	pigeyangwei
脾寒草	pihancao
辟汗草	pihancao
脾化血	pihuaxue
皮肌炎	pijiyan
皮桨植皮术	pijiangzhipishu
皮角	pijiao
脾经风热证	pijingfengrezheng
脾经湿热证	pijingshirezheng
脾经血燥证	pijingxuezaozheng
啤酒花	pijiuhua
啤酒花浸膏	pijiuhuajingao
脾开窍于口	pikaiqiaoyukou
痞块	pikuai
癖块	pikuai
疲劳骨折	pilaoguzhe
毗黎勒	pilile
劈裂乳房瓣	pilierufangban
劈裂式肝移植	pilieshiganyizhi
披麻草根	pimacaogen
痞满	piman
痞满燥实四症见	pimanzaoshisizhengjian
脾门静脉造影术	pimenjingmaizaoyingshu
脾囊肿	pinangzhong
皮内缝合	pineifenghe
皮内痣	pineizhi
枇杷根	pipagen
枇杷核	pipahe
枇杷花	pipahua
枇杷木白皮	pipamubaipi
枇杷叶	pipaye
枇杷叶露	pipayelu
枇杷芋	pipayu
匹配组设计	pipeizusheji
皮片	pipian
皮片成网器	pipianchengwangqi
脾片移植	pipianyizhi
皮片移植术	pipianyizhishu
脾破裂	pipolie
脾气不升证	piqibushengzheng
脾气不足胃阴损伤证	piqibuzuweiyinsunshangzheng
脾气不足胃阴损伤证脾气亏虚证	piqibuzuweiyinsunshangzhengpiqikuixuzheng
脾气不足证	piqibuzuzheng
脾气亏虚证	piqikuixuzheng
脾气下陷证	piqixiaxianzheng
脾气虚	piqixu
脾气虚证	piqixuzheng
脾切除术	piqiechushu
脾曲综合征	piquzonghezheng
脾热	pire
皮肉破损证	pirouposunzheng
铍肉芽肿	pirouyazhong
披散糖芥	pisantangjie
皮哨子	pishaozi
脾肾不固证	pishenbuguzheng
脾肾不足证	pishenbuzuzheng
脾肾动脉吻合术	pishendongmaiwenheshu
脾肾亏虚证	pishenkuixuzheng
脾肾亏虚浊阴上逆证	pishenkuixuzhuoyinshangnizheng
脾肾两虚	pishenliangxu
脾肾两虚证	pishenliangxuzheng
脾肾两虚证脾肾气虚证	pishenliangxuzhengpishenqixuzheng
脾肾气虚证	pishenqixuzheng
脾肾虚弱证	pishenxuruozheng
脾肾虚衰证	pishenxushuaizheng
脾肾阳衰证	pishenyangshuaizheng
脾肾阳虚	pishenyangxu
脾肾阳虚证	pishenyangxuzheng
脾肾阴虚证	pishenyinxuzheng
砒石	pishi
脾失健运湿浊流注证	pishijianyunshizhuoliuzhuzheng
脾失健运证	pishijianyunzheng
脾水	pishui
脾髓测压	pisuiceya
脾髓压	pisuiya
皮索根管钻	pisuogenguanzuan
脾统血	pitongxue
皮痛症	pitongzheng
脾痿	piwei
脾胃不和	piweibuhe
脾胃不和证	piweibuhezheng
脾胃不运	piweibuyun
脾胃伏热证	piweifurezheng
脾胃寒湿	piweihanshi
脾为后天之本	piweihoutianzhiben
脾胃火毒证	piweihuoduzheng
脾胃积热血热伤络证	piweijirexuereshangluozheng
脾胃积热证	piweijirezheng
脾胃亏虚肝阴不足证	piweikuixuganyinbuzuzheng
脾胃亏虚证	piweikuixuzheng
脾胃气虚证	piweiqixuzheng
脾胃热盛证	piweireshengzheng
脾为生痰之源	piweishengtanzhiyuan
脾胃湿热	piweishire
脾胃实热证	piweishirezheng
脾胃湿热证	piweishirezheng
脾胃失调湿热郁蒸证	piweishitiaoshireyuzhengzheng
脾胃失调证	piweishitiaozheng
脾胃相表里	piweixiangbiaoli
脾胃虚寒	piweixuhan
脾胃虚寒证	piweixuhanzheng
脾胃虚弱	piweixuruo
脾胃虚弱证	piweixuruozheng
脾胃阳虚证	piweiyangxuzheng
脾胃阴虚证	piweiyinxuzheng
脾胃专虚精微不运证	piweizhuanxujingweibuyunzheng
脾胃专职虚余湿未尽证	piweizhuanzhixuyushiweijinzheng
皮纹学	piwenxue
脾细胞移植	pixibaoyizhi
脾系病便秘病	pixibingbianmibing
脾系病类	pixibinglei
脾喜燥恶湿	pixizaoeshi
皮下蒂皮瓣	pixiadipiban
皮下捻发音	pixianianfayin
皮下脓肿	pixianongzhong
皮下乳腺切除术	pixiaruxianqiechushu
皮下脂肪肉芽肿病	pixiazhifangrouyazhongbing
皮下紫癜	pixiazidian
皮下组织	pixiazuzhi
皮下组织真菌病	pixiazuzhizhenjunbing
脾泄	pixie
皮屑抗原	pixiekangyuan
脾修补术	pixiubushu
脾虚	pixu
脾虚不固证	pixubuguzheng
脾虚不摄证	pixubushezheng
脾虚肝热证	pixuganrezheng
脾虚肝旺证	pixuganwangzheng
脾虚寒湿证	pixuhanshizheng
脾虚火旺证	pixuhuowangzheng
脾虚气弱证	pixuqiruozheng
脾虚气陷证	pixuqixianzheng
脾虚湿泛证	pixushifanzheng
脾虚湿困	pixushikun
脾虚湿困上犯耳窍证	pixushikunshangfanerqiaozheng
脾虚湿困虚火上浮证	pixushikunxuhuoshangfuzheng
脾虚湿困证	pixushikunzheng
脾虚湿热证	pixushirezheng
脾虚湿盛风痰阻络证	pixushishengfengtanzuluozheng
脾虚湿盛证	pixushishengzheng
脾虚失运证	pixushiyunzheng
脾虚湿蕴证	pixushiyunzheng
脾虚失运中气不足证	pixushiyunzhongqibuzuzheng
脾虚湿滞证	pixushizhizheng
脾虚湿阻证	pixushizuzheng
脾虚水泛证	pixushuifanzheng
脾虚水困证	pixushuikunzheng
脾虚水肿	pixushuizhong
脾虚痰盛证	pixutanshengzheng
脾虚痰湿风邪犯耳证	pixutanshifengxiefanerzheng
脾虚痰湿证	pixutanshizheng
脾虚痰浊证	pixutanzhuozheng
脾虚痰阻证	pixutanzuzheng
脾虚血亏证	pixuxuekuizheng
脾虚血燥证	pixuxuezaozheng
脾虚证	pixuzheng
脾虚中衰清阳不升证	pixuzhongshuaiqingyangbushengzheng
脾虚中衰证	pixuzhongshuaizheng
皮癣菌疹	pixuanjunzhen
皮亚杰学派	piyajiexuepai
皮炎外瓶霉	piyanwaipingmei
皮炎芽生菌	piyanyashengjun
脾阳不振证	piyangbuzhenzheng
脾阳不足证	piyangbuzuzheng
脾阳亏虚证	piyangkuixuzheng
皮样囊肿	piyangnangzhong
脾阳虚	piyangxu
脾阳虚衰证	piyangxushuaizheng
脾阳虚证	piyangxuzheng
脾移植	piyizhi
脾阴虚	piyinxu
脾阴虚证	piyinxuzheng
脾约	piyue
脾蕴湿热	piyunshire
脾燥证	pizaozheng
披针骨牌蕨	pizhengupaijue
披针叶毛茛	pizhenyemaogen
披针叶兔耳风	pizhenyetuerfeng
披针叶卫矛	pizhenyeweimao
痞证	pizheng
皮之不存毛将安附焉	pizhibucunmaojianganfuyan
皮质醇增多症	pizhichunzengduozheng
皮质非特异投射系统	pizhifeiteyitoushexitong
皮质颗粒	pizhikeli
皮脂缺乏	pizhiquefa
皮质特异投射系统	pizhiteyitoushexitong
皮质下出血	pizhixiachuxie
皮脂腺	pizhixian
皮脂腺癌	pizhixianai
皮脂腺淋巴腺瘤	pizhixianlinbaxianliu
皮脂腺囊肿	pizhixiannangzhong
皮脂腺囊肿病	pizhixiannangzhongbing
皮脂腺上皮瘤	pizhixianshangpiliu
皮脂腺腺瘤	pizhixianxianliu
皮脂腺增生	pizhixianzengsheng
皮脂腺痣	pizhixianzhi
皮脂溢出	pizhiyichu
皮质状态	pizhizhuangtai
脾主肌肉	pizhujirou
脾主四肢	pizhusizhi
脾主益气	pizhuyiqi
脾主运化	pizhuyunhua
皮赘	pizhui
皮赘状多指	pizhuizhuangduozhi
脾组织腹腔种植	pizuzhifuqiangzhongzhi
偏瓣花根	pianbanhuagen
偏痹	pianbi
偏侧化	piancehua
偏侧凸颌	piancetuhe
偏翅唐松草	pianchitangsongcao
片段长度多态性	pianduanchangduduotaixing
片段化蛋白	pianduanhuadanbai
偏光显微镜	pianguangxianweijing
偏回归	pianhuigui
片鸡尾草	pianjiweicao
片姜黄	pianjianghuang
片姜黄片子姜	pianjianghuangpianzijiang
偏沮	pianju
片苓	pianling
偏瘤型界线类麻风	pianliuxingjiexianleimafeng
偏态分布	piantaifenbu
偏头风	piantoufeng
偏叶白齿藓	pianyebaichixian
片仔癀胶囊	pianzaihuangjiaonang
片仔癀丸	pianzaihuangwan
偏正头痛	pianzhengtoutong
胼胝	pianzhi
胼胝体	pianzhiti
胼胝体切开术	pianzhitiqiekaishu
偏执性精神病	pianzhixingjingshenbing
偏执型精神分裂症	pianzhixingjingshenfenliezheng
胼胝性溃疡	pianzhixingkuiyang
偏执型人格障碍	pianzhixingrengezhangai
偏执状态	pianzhizhuangtai
飘拂草	piaofucao
嘌呤霉素	piaolingmeisu
漂摇豆	piaoyaodou
品德心理结构	pindexinlijiegou
品德形成	pindexingcheng
拼合软骨支架	pinheruanguzhijia
频率曲线检查	pinlvquxianjiancha
品他病	pintabing
贫血性梗死	pinxuexinggengsi
贫血痣	pinxuezhi
频因律	pinyinlv
频转矢气	pinzhuanshiqi
平贝母	pingbeimu
平地木	pingdimu
评定法	pingdingfa
评定量表	pingdingliangbiao
评定量表法	pingdingliangbiaofa
评定者误差	pingdingzhewucha
瓶尔小草	pingerxiaocao
评分者信度	pingfenzhexindu
平肝	pinggan
平肝熄风	pingganxifeng
苹果	pingguo
苹果皮	pingguopi
苹果叶	pingguoye
平衡侧	pinghengce
平衡多态现象	pinghengduotaixianxiang
平衡多态性	pinghengduotaixing
平衡觉	pinghengjue
平衡理论	pinghenglilun
平衡麻醉	pinghengmazui
平衡盐溶液	pinghengyanrongye
平衡易位	pinghengyiwei
平衡运动	pinghengyundong
平滑肌瘤	pinghuajiliu
平滑肌肉瘤	pinghuajirouliu
平滑面龋	pinghuamianqu
瓶蕨	pingjue
平均误差法	pingjunwuchafa
平脉	pingmai
平脉辨证	pingmaibianzheng
平脉大法	pingmaidafa
平脉法	pingmaifa
平面导板	pingmiandaoban
萍蓬草根	pingpengcaogen
萍蓬草子	pingpengcaozi
平胃散	pingweisan
平胃散用朴陈皮	pingweisanyongpuchenpi
平消片	pingxiaopian
平行测验	pingxingceyan
平行复本	pingxingfuben
屏障滤器	pingzhanglvqi
平跖外翻足	pingzhiwaifanzu
破布草	pobucao
破布叶	pobuye
坡参	pocan
破骨风	pogufeng
破骨细胞瘤	poguxibaoliu
破冠器	poguanqi
破裂性出血	poliexingchuxie
破裂序列征	poliexuliezheng
婆罗门参	poluomencan
婆罗门皂荚	poluomenzaojia
魄门	pomen
婆婆纳	popona
婆婆指甲菜	popozhijiacai
破头风	potoufeng
破碗掌脚树	powanzhangjiaoshu
朴硝	poxiao
迫选测验	poxuanceyan
迫选法	poxuanfa
破牙骨质细胞	poyaguzhixibao
破牙细胞	poyaxibao
破叶莲	poyelian
剖腹术	poufushu
剖腹探查术	poufutanchashu
剖腰探查术	pouyaotanchashu
瀑布错觉	pubucuojue
蒲草根	pucaogen
普德拉克综合征	pudelakezonghezheng
铺地草	pudicao
铺地罗伞	pudiluosan
铺地黍	pudishu
铺地黍根	pudishugen
普洱茶	puercha
普洱茶膏	puerchagao
普尔弗里希效应	puerfulixixiaoying
普芬南施蒂尔切口	pufennanshidierqiekou
匍匐滨藜	pufubinli
葡伏堇	pufujin
匍伏蓳	pufujin
蒲黄	puhuang
蒲黄炭	puhuangtan
普济消毒饮	pujixiaoduyin
浦肯野现象	pukenyexianxiang
蒲葵根	pukuigen
蒲葵叶	pukuiye
蒲葵子	pukuizi
普鲁卡因	pulukayin
普卢默	pulumo
铺满培养	pumanpeiyang
蒲芹	puqin
铺山燕	pushanyan
朴树根皮	pushugenpi
朴树果	pushuguo
朴树皮	pushupi
朴树叶	pushuye
朴松实	pusongshi
葡萄	putao
葡萄根	putaogen
蒲桃根皮	putaogenpi
蒲桃壳	putaoke
葡萄藤叶	putaotengye
蒲桃叶	putaoye
葡萄叶秋海棠	putaoyeqiuhaitang
蒲桃种子	putaozhongzi
葡萄状肉瘤	putaozhuangrouliu
菩提树花	putishuhua
菩提树皮	putishupi
普通外科学	putongwaikexue
普通心理学	putongxinlixue
普同一等	putongyideng
普秃	putu
普陀南星	putuonanxing
朴夏白通滑竹伦	puxiabaitonghuazhulun
普贤菜	puxiancai
朴消	puxiao
铺展因子	puzhanyinzi
蒲种壳	puzhongke
蹼状瘢痕	puzhuangbanhen
蹼状颈	puzhuangjing
蹼状阴茎	puzhuangyinjing
七宝半髯丹	qibaobanrandan
七宝美髯丹	qibaomeirandan
气闭证	qibizheng
奇病	qibing
岂不殆哉	qibudaizai
气不摄精证	qibushejingzheng
气不摄血	qibushexue
气不摄血证	qibushexuezheng
蛴螬	qicao
脐肠瘘	qichanglou
汽车事故医学	qicheshiguyixue
七冲门	qichongmen
脐疮病	qichuangbing
漆大姑	qidagu
漆大姑根	qidagugen
脐带	qidai
期待理论	qidaililun
气道阻塞	qidaozuse
气动取皮机	qidongqupiji
启动子	qidongzi
气独盛者则脉强	qidushengzhezemaiqiang
气短乏力	qiduanfali
气短懒盲	qiduanlanmang
气短懒言	qiduanlanyan
齐墩果	qidunguo
启发法	qifafa
气分大热	qifendare
气分大热此方清	qifendarecifangqing
气分热盛证	qifenreshengzheng
气分湿热证	qifenshirezheng
气氛效应	qifenxiaoying
气分证	qifenzheng
脐风	qifeng
脐风病	qifengbing
气腹	qifu
七氟醚	qifumi
脐腹疼痛	qifutengtong
气腹痛	qifutong
脐腹作痛	qifuzuotong
气功疗法	qigongliaofa
气臌病	qigubing
漆姑草	qigucao
器官保存	qiguanbaocun
气管成形术	qiguanchengxingshu
气管重建术	qiguanchongjianshu
器官簇移植	qiguancuyizhi
气管导管	qiguandaoguan
器官灌注	qiguanguanzhu
气管开窗术	qiguankaichuangshu
气管内插管	qiguanneichaguan
气管内径路	qiguanneijinglu
气管内麻醉	qiguanneimazui
气管粘液表皮样癌	qiguannianyebiaopiyangai
器官培养	qiguanpeiyang
气管憩室	qiguanqishi
气管腔内	qiguanqiangnei
气管切除及重建术	qiguanqiechujichongjianshu
气管切开术	qiguanqiekaishu
器官切取	qiguanqiequ
气管软化	qiguanruanhua
气管食管瘘	qiguanshiguanlou
器官特异性抗原	qiguanteyixingkangyuan
气管无名动脉瘘	qiguanwumingdongmailou
气管狭窄	qiguanxiazhai
气管腺样囊性癌	qiguanxianyangnangxingai
器官型培养	qiguanxingpeiyang
气管袖状全肺切除术	qiguanxiuzhuangquanfeiqiechushu
器官移植	qiguanyizhi
气管造口术	qiguanzaokoushu
气管支气管缩窄	qiguanzhiqiguansuozhai
奇恒之府	qihengzhifu
气候疗法	qihouliaofa
气胡痰阻证	qihutanzuzheng
气化不及膀胱空虚证	qihuabujipangguangkongxuzheng
气化不及证	qihuabujizheng
气化不利	qihuabuli
其华在唇	qihuazaichun
其华在发	qihuazaifa
其华在毛	qihuazaimao
其华在面	qihuazaimian
气火郁结证	qihuoyujiezheng
鳍蓟	qiji
气机	qiji
气机不利证	qijibulizheng
气机逆乱证	qijiniluanzheng
气机逆乱阻塞清窍证	qijiniluanzuseqingqiaozheng
气机失调节证	qijishitiaojiezheng
气机郁滞证	qijiyuzhizheng
气机阻滞证	qijizuzhizheng
七角白蔹	qijiaobailian
七角风	qijiaofeng
七角枫	qijiaofeng
气结血瘀证	qijiexueyuzheng
气结咽喉证	qijieyanhouzheng
气结证	qijiezheng
七筋姑	qijingu
奇经八脉	qijingbamai
奇静脉原理	qijingmaiyuanli
杞菊地黄丸	qijudihuangwan
气厥	qijue
气厥病	qijuebing
气浪弹伤	qilangdanshang
七厘丹	qilidan
七里明	qiliming
七厘散	qilisan
七里香	qilixiang
气淋病	qilinbing
麒麟菜	qilincai
奇林翠雀	qilincuique
麒麟吐珠	qilintuzhu
麒麟尾	qilinwei
气瘤病	qiliubing
气流型态	qiliuxingtai
气轮风热证	qilunfengrezheng
气轮热阻血瘀证	qilunrezuxueyuzheng
气轮湿热证	qilunshirezheng
其脉洪大而长	qimaihongdaerchang
其脉微弦濡弱而长	qimaiweixianruruoerchang
