更上一层楼	gengshangyicenglou
隔岸风声狂带雨	geanfengshengkuangdaiyu
槛菊愁烟兰泣露	kanjuchouyanlanqilu
年少万兜鍪	nianshaowandoumou
天地本无心	tiandibenwuxin
山月不知心里事	shanyuebuzhixinlishi
井蛙不可以语于海者	jingwabukeyiyuyuhaizhe
今天下三分	jintianxiasanfen
笙歌归院落	shenggeguiyuanluo
悠悠沧海情	youyoucanghaiqing
月给亦有余	yuegeiyiyouyu
小扣柴扉久不开	xiaokouchaifeijiubukai
上有黄鹂深树鸣	shangyouhuanglishenshuming
先帝不以臣卑鄙	xiandibuyichenbeibi
虽体解吾犹未变兮	suitijiewuyouweibianxi
楚山横地出	chushanhengdichu
朝服而立于阼阶	chaofuerliyuzuojie
人家在何许	renjiazaihexu
古来万事东流水	gulaiwanshidongliushui
霜落熊升树	shuangluoxiongshengshu
袖手无言味最长	xiushouwuyanweizuichang
汉家山东二百州	hanjiashandongerbaizhou
热泪欲零还住	releiyulinghaizhu
一株青玉立	yizhuqingyuli
无人不道看花回	wurenbudaokanhuahui
请君莫奏前朝曲	qingjunmozouqianchaoqu
碣石潇湘无限路	jieshixiaoxiangwuxianlu
林暗草惊风	linancaojingfeng
云霞出海曙	yunxiachuhaishu
笑渐不闻声渐悄	xiaojianbuwenshengjianqiao
千里黄云白日曛	qianlihuangyunbairixun
军阀重开战	junfazhongkaizhan|junfachongkaizhan
鱼龙潜跃水成文	yulongqianyueshuichengwen
善万物之得时	shanwanwuzhideshi
陶尽门前土	taojinmenqiantu
长江绕郭知鱼美	changjiangraoguozhiyumei
明年花开时	mingnianhuakaishi
有孙母未去	yousunmuweiqu
怀佳人兮不能忘	huaijiarenxibunengwang
看取眉头鬓上	kanqumeitoubinshang
此时相望不相闻	cishixiangwangbuxiangwen
满座衣冠似雪	manzuoyiguansixue
啾啾栖鸟过	jiujiuqiniaoguo
不如丘之好学也	buruqiuzhihaoxueye
遥看汉水鸭头绿	yaokanhanshuiyatoulv
宜阳城下草萋萋	yiyangchengxiacaoqiqi
其斯之谓与	qisizhiweiyu
得与亡孰病	deyuwangshubing
亭亭五丈余	tingtingwuzhangyu
长吟愁鬓斑	changyinchoubinban
鳞鳞居大厦	linlinjudasha
西施越溪女	xishiyuexinv
落木千山天远大	luomuqianshantianyuanda
乐莫乐兮新相知	lemolexixinxiangzhi
郎今欲渡缘何事	langjinyuduyuanheshi
色取仁而行违	sequrenerxingwei
袅袅凉风起	niaoniaoliangfengqi
则民莫敢不服	zeminmoganbufu
生别常恻恻	shengbiechangcece
沉思往事立残阳	chensiwangshilicanyang
中书夜直梦忠州	zhongshuyezhimengzhongzhou
入竹万竿斜	ruzhuwanganxie
雕眄青云睡眼开	diaomianqingyunshuiyankai
红颜未老恩先断	hongyanweilaoenxianduan
江娥啼竹素女愁	jiangetizhusunvchou
山川奇气曾钟此	shanchuanqiqicengzhongci
西山兰若试茶歌	xishanlanreshichage
还知一勺可延龄	haizhiyishaokeyanling
河水清且涟猗	heshuiqingqielianyi
安禅制毒龙	anchanzhidulong
中有银河倾	zhongyouyinheqing
必先斯四者	bixiansisizhe
古来存老马	gulaicunlaoma
安得壮士挽天河	andezhuangshiwantianhe
新春偷向柳梢归	xinchuntouxiangliushaogui
池上秋又来	chishangqiuyoulai
吹绿日日深	chuilvririshen
兵者不祥之器	bingzhebuxiangzhiqi
轻红擘荔枝	qinghongbolizhi
子宁不嗣音	ziningbusiyin
却是旧时相识	queshijiushixiangshi
日长飞絮轻	rizhangfeixuqing|richangfeixuqing
山河表里潼关路	shanhebiaolitongguanlu
然后天梯石栈方钩连	ranhoutiantishizhanfanggoulian
点点是离人泪	diandianshilirenlei
斥鷃每闻欺大鸟	chiyanmeiwenqidaniao
山晓望晴空	shanxiaowangqingkong
都护铁衣冷难着	duhutieyilengnanzhe
亦有仁义而已矣	yiyourenyieryiyi
或使汝眼睁睁看我死	huoshiruyanzhengzhengkanwosi
长江不肯向西流	changjiangbukenxiangxiliu
老来多健忘	laolaiduojianwang
春愁黯黯独成眠	chunchouananduchengmian
寄书长不达	jishuchangbuda
童孙未解供耕织	tongsunweijiegonggengzhi
胡为乎泥中	huweihunizhong
山叶红时觉胜春	shanyehongshijueshengchun
太守即遣人随其往	taishoujiqianrensuiqiwang
大音自成曲	dayinzichengqu
想得家中夜深坐	xiangdejiazhongyeshenzuo
咸阳游侠多少年	xianyangyouxiaduoshaonian
无数春笋满林生	wushuchunsunmanlinsheng
好染髭须事后生	haoranzixushihousheng
不见长安见尘雾	bujianchanganjianchenwu
古者言之不出	guzheyanzhibuchu
少壮工夫老始成	shaozhuanggongfulaoshicheng
无攻人之恶	wugongrenzhie
孤直当如此	guzhidangruci
万里清风来	wanliqingfenglai
会昌城外高峰	huichangchengwaigaofeng
莓苔见履痕	meitaijianlvhen
水澹澹兮生烟	shuidandanxishengyan
故大王事獯鬻	gudawangshixunyu
事父母几谏	shifumujijian
满载一船星辉	manzaiyichuanxinghui
百战沙场碎铁衣	baizhanshachangsuitieyi
金吾不禁夜	jinwubujinye
溘埃风余上征	keaifengyushangzheng
湖光秋月两相和	huguangqiuyueliangxianghe
察言而观色	chayanerguanse
而离散不相见	erlisanbuxiangjian
日暮倚修竹	rimuyixiuzhu
君子贞而不谅	junzizhenerbuliang
水尽南天不见云	shuijinnantianbujianyun
目极千里兮	mujiqianlixi
耐可乘明月	naikechengmingyue
门前风景雨来佳	menqianfengjingyulaijia
而况于明哲乎	erkuangyumingzhehu
江鸟飞入帘	jiangniaofeirulian
飞镜又重磨	feijingyouchongmo|feijingyouzhongmo
取之于蓝而青于蓝	quzhiyulanerqingyulan
会稽愚妇轻买臣	kuaijiyufuqingmaichen
出门无所见	chumenwusuojian
千山高复低	qianshangaofudi
早岁那知世事艰	zaosuinazhishishijian
桂魄初生秋露微	guipochushengqiuluwei
道狭草木长	daoxiacaomuzhang
懒摇白羽扇	lanyaobaiyushan
渭北春天树	weibeichuntianshu
犹得备晨炊	youdebeichenchui
枯木朽株齐努力	kumuxiuzhuqinuli
千万毛中拣一毫	qianwanmaozhongjianyihao
不幸短命死矣	buxingduanmingsiyi
亭亭如车盖	tingtingruchegai
竖子不足与谋	shuzibuzuyumou
夫子循循然善诱人	fuzixunxunranshanyouren
残月下寒沙	canyuexiahansha
此地即平天	cidijipingtian
谁翻乐府凄凉曲	shuifanyuefuqiliangqu
南国烽烟正十年	nanguofengyanzhengshinian
二十四桥明月	ershisiqiaomingyue
兰有秀兮菊有芳	lanyouxiuxijuyoufang
子路愠见曰	ziluyunjianyue
不以文害辞	buyiwenhaici
颜渊第十二	yanyuandishier
曾是以为孝乎	cengshiyiweixiaohu
齐宣王问曰	qixuanwangwenyue
包羞忍耻是男儿	baoxiurenchishinaner
招屈亭前水东注	zhaoqutingqianshuidongzhu
西塞山怀古	xisaishanhuaigu
驷玉虬以桀鹥兮	siyuqiuyijieyixi
清静老不死	qingjinglaobusi
闲折两枝持在手	xianzheliangzhichizaishou
清溪清我心	qingxiqingwoxin
必有忠信如丘者焉	biyouzhongxinruqiuzheyan
年少峥嵘屈贾才	nianshaozhengrongqujiacai
终古垂杨有暮鸦	zhongguchuiyangyoumuya
莽莽万重山	mangmangwanchongshan
杭州定越州	hangzhoudingyuezhou
湖南清绝地	hunanqingjuedi
十四万人齐解甲	shisiwanrenqijiejia
王道之始也	wangdaozhishiye
月傍九霄多	yuebangjiuxiaoduo
万里秋千习俗同	wanliqiuqianxisutong
仄仄平平平仄仄	zezepingpingpingzeze
利是焚身火	lishifenshenhuo
越人语天姥	yuerenyutianlao
江色分明绿	jiangsefenminglv
玄都观里桃千树	xuandouguanlitaoqianshu|xuanduguanlitaoqianshu
室中更无人	shizhonggengwuren
晓镜但愁云鬓改	xiaojingdanchouyunbingai
湖月照我影	huyuezhaowoying
张旭三杯草圣传	zhangxusanbeicaoshengzhuan
有弟皆分散	youdijiefensan
未到江南先一笑	weidaojiangnanxianyixiao
岭外音书断	lingwaiyinshuduan
多为药所误	duoweiyaosuowu
固前圣之所厚	guqianshengzhisuohou
犹及清明可到家	youjiqingmingkedaojia
南陵别儿童入京	nanlingbieertongrujing
以其存心也	yiqicunxinye
胡为乎来哉	huweihulaizai
寻寺到山头	xunsidaoshantou
时闻折竹声	shiwenzhezhusheng
林栖见羽毛	linqijianyumao
死别已吞声	sibieyitunsheng
离离暑云散	lilishuyunsan
何处得秋霜	hechudeqiushuang
回飙吹散五峰雪	huibiaochuisanwufengxue
纷纷开且落	fenfenkaiqieluo
渔父莞尔而笑	yufuwanererxiao
一棵青桐子	yikeqingtongzi
不如是之甚也	burushizhishenye
黄河万里触山动	huanghewanlichushandong
鸟宿池边树	niaosuchibianshu
篱落疏疏一径深	liluoshushuyijingshen
屋上无片瓦	wushangwupianwa
菊花何太苦	juhuahetaiku
胜事空自知	shengshikongzizhi
功成理定何神速	gongchenglidingheshensu
钟鼓云乎哉	zhongguyunhuzai
西湖天下景	xihutianxiajing
俸钱万六千	fengqianwanliuqian
杨花绕江啼晓莺	yanghuaraojiangtixiaoying
故园无此声	guyuanwucisheng
山上层层桃李花	shanshangcengcengtaolihua
朝沽金陵酒	chaogujinlingjiu
西风愁起绿波间	xifengchouqilvbojian
未谙姑食性	weiangushixing
送我至剡溪	songwozhishanxi
数问夜如何	shuwenyeruhe
何求美人折	heqiumeirenzhe
归卧南山陲	guiwonanshanchui
应驮白练到安西	yingtuobailiandaoanxi
属予作文以记之	shuyuzuowenyijizhi|zhuyuzuowenyijizhi
秋江鳞甲生	qiujianglinjiasheng
唯向天竺山	weixiangtianzhushan
一寸相思一寸灰	yicunxiangsiyicunhui
春秋多佳日	chunqiuduojiari
富贵不淫贫贱乐	fuguibuyinpinjianle
伏清白以死直兮	fuqingbaiyisizhixi
座上客常满	zuoshangkechangman
过眼滔滔云共雾	guoyantaotaoyungongwu
何不淈其泥而扬其波	hebuguqinieryangqibo
清渠一邑传	qingquyiyichuan
梦断香消四十年	mengduanxiangxiaosishinian
翻空白鸟时时见	fankongbainiaoshishijian
官应老病休	guanyinglaobingxiu
夜泊牛渚怀古	yeboniuzhuhuaigu
黄鹤知何去	huanghezhihequ
怀良辰以孤往	huailiangchenyiguwang
将军角弓不得控	jiangjunjiaogongbudekong
寒衣针线密	hanyizhenxianmi
唯梦闲人不梦君	weimengxianrenbumengjun
青青河畔草	qingqinghepancao
万古一长嗟	wanguyichangjie|wanguyizhangjie
沙暖睡鸳鸯	shanuanshuiyuanyang
身多疾病思田里	shenduojibingsitianli
十二街如种菜畦	shierjieruzhongcaiqi
比干谏而死	biganjianersi
往者不可追	wangzhebukezhui
崔九堂前几度闻	cuijiutangqianjiduwen
安能以身之察察	annengyishenzhichacha
以御今之有	yiyujinzhiyou
则哀矜而勿喜	zeaijinerwuxi
北山白云里	beishanbaiyunli
幽径独行迷	youjingduxingmi
吾亦爱吾庐	wuyiaiwulu
则较死为苦也	zejiaosiweikuye
轻薄桃花逐水流	qingbotaohuazhushuiliu
贤愚千载知谁是	xianyuqianzaizhishuishi
曲池荫高树	quchiyingaoshu
速在推心置人腹	suzaituixinzhirenfu
人谓之不死	renweizhibusi
花须连夜发	huaxulianyefa
著我扁舟一叶	zhuwopianzhouyiye
浪淘沙北戴河	langtaoshabeidaihe
同是宦游人	tongshihuanyouren
正是橙黄橘绿时	zhengshichenghuangjulvshi
城阙辅三秦	chengquefusanqin
去关市之征	quguanshizhizheng
故君子莫大乎与人为善	gujunzimodahuyurenweishan
每逢佳处辄参禅	meifengjiachuzhecanchan
不以千里称也	buyiqianlichengye
蚓无爪牙之利	yinwuzhaoyazhili
个个花开淡墨痕	gegehuakaidanmohen
汉水接天回	hanshuijietianhui
风尘三尺剑	fengchensanchijian
烈士暮年壮心不已	lieshimunianzhuangxinbuyi
朝辞华夏彩云间	chaocihuaxiacaiyunjian
村庄儿女各当家	cunzhuangernvgedangjia
西江月井冈山	xijiangyuejinggangshan
山林与城市	shanlinyuchengshi
两龙望标目如瞬	lianglongwangbiaomurushun
稚子敲针作钓钩	zhiziqiaozhenzuodiaogou
居延城外猎天骄	juyanchengwailietianjiao
怀君属秋夜	huaijunshuqiuye
半卷红旗临易水	banjuanhongqilinyishui
采之欲遗谁	caizhiyuyishui
夕露沾我衣	xiluzhanwoyi
无意插柳柳成阴	wuyichaliuliuchengyin
人皆有兄弟	renjieyouxiongdi
水中月色长不改	shuizhongyuesechangbugai|shuizhongyuesezhangbugai
人之有道也	renzhiyoudaoye
楼观岳阳尽	louguanyueyangjin
当年拼却醉颜红	dangnianpinquezuiyanhong
一汀烟雨杏花寒	yitingyanyuxinghuahan
便有精生白骨堆	bianyoujingshengbaigudui
焉知二十载	yanzhiershizai
智有所不明	zhiyousuobuming
赢得仓皇北顾	yingdecanghuangbeigu
芦苇晚风起	luweiwanfengqi
公私仓廪俱丰实	gongsicanglinjufengshi
看红妆素裹	kanhongzhuangsuguo
同心而离居	tongxinerliju
饮冰复食蘖	yinbingfushinie
山中相送罢	shanzhongxiangsongba
经冬复历春	jingdongfulichun
不知老将至	buzhilaojiangzhi
天工与清新	tiangongyuqingxin
梦随风万里	mengsuifengwanli
难更与人同	nangengyurentong
岐王宅里寻常见	qiwangzhailixunchangjian
我有迷魂招不得	woyoumihunzhaobude
天姥连天向天横	tianmuliantianxiangtianheng|tianlaoliantianxiangtianheng
子在齐闻韶	zizaiqiwenshao
非琴不是筝	feiqinbushizheng
心宁累自息	xinningleizixi
当仁不让于师	dangrenburangyushi
自其不变者而观之	ziqibubianzheerguanzhi
荷花羞玉颜	hehuaxiuyuyan
忘了除非醉	wanglechufeizui
东家有贤女	dongjiayouxiannv
一夫作难而七庙隳	yifuzuonanerqimiaohui
如日月之食	ruriyuezhishi
满目山河空念远	manmushanhekongnianyuan
而莫知无用之用也	ermozhiwuyongzhiyongye
东临碣石以观沧海	donglinjieshiyiguancanghai
风烟望五津	fengyanwangwujin
一马二仆夫	yimaerpufu
欲寄两行迎尔泪	yujilianghangyingerlei
吾令羲和弭节兮	wulingxihemijiexi
野径行无伴	yejingxingwuban
日轮当午凝不去	rilundangwuningbuqu
行不忍人之政	xingburenrenzhizheng
健如黄犊走复来	jianruhuangduzoufulai
若言声在指头上	ruoyanshengzaizhitoushang
老树空庭得	laoshukongtingde
非夫人之为恸而谁为	feifurenzhiweitongershuiwei
举头望山月	jutouwangshanyue
人情似故乡	renqingsiguxiang
夫子喟然叹曰	fuzikuirantanyue
雨色秋来寒	yuseqiulaihan
世事茫茫难自料	shishimangmangnanziliao
暗尘随马去	anchensuimaqu
深坐蹙蛾眉	shenzuocuemei
况是青春日将暮	kuangshiqingchunrijiangmu
汝不能舍吾	rubunengshewu
僧是愚氓犹可训	sengshiyumengyoukexun
妖为鬼蜮必成灾	yaoweiguiyubichengzai
远看方知出处高	yuankanfangzhichuchugao
物物而不物于物	wuwuerbuwuyuwu
常有高猿长啸	changyougaoyuanchangxiao
邦有道则仕	bangyoudaozeshi
其真不知马也	qizhenbuzhimaye
八十始得归	bashishidegui
但愿长醉不愿醒	danyuanchangzuibuyuanxing
僧房宿有期	sengfangsuyouqi
陇馔有熊腊	longzhuanyouxiongla
惊退万人争战气	jingtuiwanrenzhengzhanqi
总是玉关情	zongshiyuguanqing
歌吹孙楚楼	gechuisunchulou
明月不谙离恨苦	mingyuebuanlihenku
君子之学也	junzizhixueye
一陂春水绕花身	yibeichunshuiraohuashen
天河挂绿水	tianhegualvshui
洒向人间都是怨	saxiangrenjiandoushiyuan
涂山寺独游	tushansiduyou
爱汝玉山草堂静	airuyushancaotangjing
百啭千声随意移	baizhuanqianshengsuiyiyi
放浪形骸之外	fanglangxinghaizhiwai
闻说鸡鸣见日升	wenshuojimingjianrisheng
何可一日无此君	hekeyiriwucijun
好梦留人睡	haomengliurenshui
畏天者保其国	weitianzhebaoqiguo
乡书何处达	xiangshuhechuda
来看南山冷翠微	laikannanshanlengcuiwei
在星辉斑斓里放歌	zaixinghuibanlanlifangge
寡人之于国也	guarenzhiyuguoye
必以言下之	biyiyanxiazhi
对此如何不泪垂	duiciruhebuleichui
两朝开济老臣心	liangchaokaijilaochenxin
老妻画纸为棋局	laoqihuazhiweiqiju
必有可观者焉	biyoukeguanzheyan
一章三遍读	yizhangsanbiandu
怕见夜间出去	pajianyejianchuqu
必以身后之	biyishenhouzhi
寂然坐空林	jiranzuokonglin
不寝听金钥	buqintingjinyao
随意春芳歇	suiyichunfangxie
寒梅着花未	hanmeizhehuawei
莫为霜台愁岁暮	moweishuangtaichousuimu
留得一钱看	liudeyiqiankan
城中增暮寒	chengzhongzengmuhan
磊落星月高	leiluoxingyuegao
箕子为之奴	jiziweizhinu
朝日艳且鲜	zhaoriyanqiexian
家信墨痕新	jiaxinmohenxin
一生一代一双人	yishengyidaiyishuangren
秾李雪开歌扇掩	nonglixuekaigeshanyan
更那堪凄然相向	gengnakanqiranxiangxiang
日暮掩柴扉	rimuyanchaifei
懒起画蛾眉	lanqihuaemei
道亦乐得之	daoyiledezhi
云淡风轻近午天	yundanfengqingjinwutian
人之所欲也	renzhisuoyuye
西川供客眼	xichuangongkeyan
一叶浮萍归大海	yiyefupingguidahai
泉声咽危石	quanshengyanweishi
昭阳殿里第一人	zhaoyangdianlidiyiren
小人不知天命而不畏也	xiaorenbuzhitianmingerbuweiye
玉鉴琼田三万顷	yujianqiongtiansanwanqing
圣人不得已而用之	shengrenbudeyieryongzhi
在彼不在此	zaibibuzaici
山僧年九十	shansengnianjiushi
竹露滴清响	zhuludiqingxiang
萧萧梧叶送寒声	xiaoxiaowuyesonghansheng
直出浮云间	zhichufuyunjian
一言而丧邦	yiyanersangbang
秦中自古帝王州	qinzhongzigudiwangzhou
银汉秋期万古同	yinhanqiuqiwangutong
有吏夜捉人	youliyezhuoren
我舞影零乱	wowuyinglingluan
其时时于梦中得我乎	qishishiyumengzhongdewohu
一轮秋影转金波	yilunqiuyingzhuanjinbo
人之有是四端也	renzhiyoushisiduanye
小学而大遗	xiaoxueerdayi
亦自是一家	yizishiyijia
汝幸而偶我	ruxingerouwo
若有人兮山之阿	ruoyourenxishanzhia
万里桥西一草堂	wanliqiaoxiyicaotang
碧荷生幽泉	biheshengyouquan
有草名含羞	youcaominghanxiu
九州道路无豺虎	jiuzhoudaoluwuchaihu
乱红飞过秋千去	luanhongfeiguoqiuqianqu
宣州谢朓楼饯别校书叔云	xuanzhouxietiaoloujianbiexiaoshushuyun
齐彭殇为妄作	qipengshangweiwangzuo
华轩蔼蔼他年到	huaxuanaiaitaniandao
白云山头云欲立	baiyunshantouyunyuli
吾家洗砚池头树	wujiaxiyanchitoushu
徒使两地眼成穿而骨化石	tushiliangdiyanchengchuanerguhuashi
燕山月似钩	yanshanyuesigou
花落花开年复年	hualuohuakainianfunian
太上不辱先	taishangburuxian
风飘飘而吹衣	fengpiaopiaoerchuiyi
名利是身仇	minglishishenchou
君子无终食之间违仁	junziwuzhongshizhijianweiren
转益多师是汝师	zhuanyiduoshishirushi
尽荠麦青青	jinjimaiqingqing
北邙山头少闲土	beimangshantoushaoxiantu
多病故人疏	duobinggurenshu
禁钟惊睡觉	jinzhongjingshuijiao
江南春绝句	jiangnanchunjueju
乐天者保天下	letianzhebaotianxia
道听而途说	daotingertushuo
美人卷珠帘	meirenjuanzhulian
颠连直接东溟	dianlianzhijiedongming
岁愧俸钱三十万	suikuifengqiansanshiwan
山深闻鹧鸪	shanshenwenzhegu
三顾频烦天下计	sangupinfantianxiaji
钿璎累累佩珊珊	dianyingleileipeishanshan
忽见千帆隐映来	hujianqianfanyinyinglai
明朝有封事	mingchaoyoufengshi|mingzhaoyoufengshi
瘦尽灯花又一宵	shoujindenghuayouyixiao
何处合成愁	hechuhechengchou
文不在兹乎	wenbuzaizihu
暮宿黄河边	musuhuanghebian
携来百侣曾游	xielaibailvcengyou
罗浮山下梅花村	luofushanxiameihuacun
望美人兮天一方	wangmeirenxitianyifang
暮霭沉沉楚天阔	muaichenchenchutiankuo
春江浩荡暂徘徊	chunjianghaodangzanpaihuai
色厉而内荏	selierneiren
丞相祠堂何处寻	chengxiangcitanghechuxun
来吾道夫先路	laiwudaofuxianlu
以其善下之	yiqishanxiazhi
敏以求之者也	minyiqiuzhizheye
直从萌芽拔	zhicongmengyaba
未解忆长安	weijieyichangan
市南门外泥中歇	shinanmenwainizhongxie
风掣红旗冻不翻	fengchehongqidongbufan
岂如春色嗾人狂	qiruchunsesourenkuang
阁下灯前梦	gexiadengqianmeng
云外一声鸡	yunwaiyishengji
人苦不知足	renkubuzhizu
万壑树参天	wanheshucantian
苕溪渔隐丛话	shaoxiyuyinconghua|tiaoxiyuyinconghua
何故深思高举	hegushensigaoju
一句十回吟	yijushihuiyin
若言琴上有琴声	ruoyanqinshangyouqinsheng
赠卫八处士	zengweibachushi
帝乡不可期	dixiangbukeqi
彩袖殷勤捧玉钟	caixiuyinqinpengyuzhong
因难始见能	yinnanshijianneng
耿吾既得此中正	gengwujidecizhongzheng
可怜今夕月	kelianjinxiyue
适与野情惬	shiyuyeqingqie
剧韵新篇至	juyunxinpianzhi
纵死侠骨香	zongsixiaguxiang
盗亦有道乎	daoyiyoudaohu
一路经行处	yilujingxingchu
自三峡七百里中	zisanxiaqibailizhong
鸟宿芦花里	niaosuluhuali
长安大道横九天	changandadaohengjiutian
海南万里真吾乡	hainanwanlizhenwuxiang
出自苎萝山	chuzizhuluoshan
