阿保之劳	abaozhilao
绰楔	chuoxie
绰异	chuoyi
踔远	chuoyuan
绰约	chuoyue
啜汁	chuozhi
啜赚	chuozhuan
戳子	chuozi
绰子	chuozi
慈爱	ciai
此岸	cian
辞案	cian
赐板	ciban
慈悲	cibei
次比	cibi
泚笔	cibi
辞辩	cibian
刺兵	cibing
疵病	cibing
祠兵	cibing
词伯	cibo
祠部	cibu
絘布	cibu
辞采	cicai
蠀螬	cicao
词曹	cicao
辞曹	cicao
刺草臣	cicaochen
词场	cichang
词臣	cichen
偨池	cichi
赐尺	cichi
佌佌	cici
刺刺	cici
次次	cici
玼玼	cici
慈葱	cicong
刺促	cicu
刺蹙	cicu
刺刀	cidao
次第	cidi
赐奠	cidian
辞典	cidian
词调	cidiao
次丁	ciding
慈峨	cie
慈恩	cien
慈恩寺	ciensi
慈恩宗	cienzong
刺耳	cier
茨防	cifang
佽非	cifei
佽飞	cifei
刺蜚	cifei
赐绯	cifei
辞费	cifei
词锋	cifeng
雌风	cifeng
慈父	cifu
词府	cifu
词赋	cifu
赐复	cifu
赐福	cifu
辞赋	cifu
雌伏	cifu
糍糕	cigao
赐告	cigao
次公	cigong
此公	cigong
甆宫	cigong
刺股	cigu
刺骨	cigu
慈姑	cigu
慈菰	cigu
次骨	cigu
茈菰	cigu
茨菰	cigu
祠官	ciguan
赐官	ciguan
赐灌	ciguan
辞观	ciguan
刺闺	cigui
疵国	ciguo
词翰	cihan
辞翰	cihan
慈航	cihang
赐号	cihao
慈和	cihe
雌虹	cihong
伺候	cihou
刺虎	cihu
慈湖	cihu
茈胡	cihu
慈湖学案	cihuxuean
慈湖遗书	cihuyishu
词华	cihua
词话	cihua
赐环	cihuan
雌黄	cihuang
慈惠	cihui
慈诲	cihui
疵毁	cihui
赐火	cihuo
赐祭	ciji
此家	cijia
疵瘕	cijia
雌甲	cijia
辞见	cijian
茈姜	cijiang
雌节	cijie
疵咎	cijiu
刺举	ciju
次雎	ciju
赐爵	cijue
赐玦	cijue
此君	cijun
刺客	cike
词客	cike
词科	cike
刺口	cikou
慈壸	cikun
慈姥山	cilaoshan
玼颣	cilei
疵颣	cilei
慈利	cili
疵疠	cili
雌劣	cilie
玼吝	cilin
词林	cilin
辞令	ciling
次辂	cilu
祠禄	cilu
茈蠃	ciluo
词律	cilv
赐履	cilv
茨门	cimen
刺蘼	cimi
疵面	cimian
慈明	ciming
词命	ciming
辞命	ciming
慈母	cimu
慈睦	cimu
雌蜺	cini
雌霓	cini
辞辇	cinian
雌懦	cinuo
刺配	cipei
词谱	cipu
赐酺	cipu
瓷器	ciqi
磁器	ciqi
茈藄	ciqi
辞气	ciqi
次且	ciqie
慈亲	ciqin
刺楸	ciqiu
辞趣	ciqu
词人	ciren
辞人	ciren
辞色	cise
慈善	cishan
次山集	cishanji
刺舌	cishe
次舍	cishe
雌声	cisheng
刺史	cishi
慈侍	cishi
慈氏	cishi
慈石	cishi
次室	cishi
磁石	cishi
礠石	cishi
赐氏	cishi
赐谥	cishi
辞世	cishi
磁石门	cishimen
慈侍下	cishixia
赐寿	cishou
赐书	cishu
茈虒	cisi
祠祀令	cisiling
辞讼	cisong
次睢	cisui
刺探	citan
词坛	citan
祠堂	citang
慈天	citian
赐田	citian
刺桐	citong
糍筒	citong
餈筒	citong
词头	citou
辞吐	citu
祠尾	ciwei
慈乌	ciwu
疵物	ciwu
慈溪	cixi
慈禧	cixi
次席	cixi
疵瑕	cixia
词仙	cixian
慈孝	cixiao
慈孝竹	cixiaozhu
疵衅	cixin
次行	cixing
赐姓	cixing
慈兄	cixiong
雌雄	cixiong
雌雄剑	cixiongjian
雌雄井	cixiongjing
雌雄树	cixiongshu
刺绣	cixiu
次序	cixu
赐恤	cixu
词学丛书	cixuecongshu
慈训	cixun
慈鸦	ciya
刺眼	ciyan
慈颜	ciyan
茨檐	ciyan
赐宴	ciyan
赐砚堂	ciyantang
螆蛦	ciyi
蠀蛦	ciyi
慈幼	ciyou
刺榆	ciyu
祠宇	ciyu
茈鱼	ciyu
茨宇	ciyu
赐鱼	ciyu
词垣	ciyuan
词源	ciyuan
词苑	ciyuan
辞源	ciyuan
慈云	ciyun
次韵	ciyun
词韵	ciyun
祠灶	cizao
词藻	cizao
辞灶	cizao
辞藻	cizao
赐则	cize
词章	cizhang
辞章	cizhang
此豸	cizhi
词致	cizhi
赐支	cizhi
跐豸	cizhi
辞职	cizhi
辞致	cizhi
堲周	cizhou
磁州	cizhou
磁州窑	cizhouyao
佽助	cizhu
刺竹	cizhu
慈竹	cizhu
茨竹	cizhu
赐筯	cizhu
赐箸	cizhu
雌竹	cizhu
刺字	cizi
次资	cizi
赐紫	cizi
雌字	cizi
词宗	cizong
词综	cizong
辞宗	cizong
赐胙	cizuo
葱白	congbai
从表兄弟	congbiaoxiongdi
从表侄	congbiaozhi
丛薄	congbo
从伯	congbo
賨布	congbu
藂残	congcan
从长	congchang
丛辰	congchen
淙琤	congcheng
琮琤	congcheng
瑽琤	congcheng
丛祠	congci
从从	congcong
匆匆	congcong
悤悤	congcong
淙淙	congcong
漎漎	congcong
葱葱	congcong
藂藂	congcong
鏦鏦	congcong
匆卒	congcu
丛悴	congcui
丛顇	congcui
葱翠	congcui
丛脞	congcuo
憁恫	congdong
从风	congfeng
从服	congfu
从父	congfu
从父兄弟	congfuxiongdi
从姑	conggu
丛灌	congguan
从官	congguan
葱管糖	congguantang
葱海	conghai
从横	congheng
从衡	congheng
从化	conghua
丛篁	conghuang
聪慧	conghui
丛棘	congji
从吉	congji
从极	congji
从迹	congji
从舅	congjiu
从酒	congjiu
匆遽	congju
悤遽	congju
从军	congjun
从军行	congjunxing
从来	conglai
丛兰	conglan
聪了	congle
从吏	congli
从良	congliang
丛林	conglin
葱岭	congling
葱灵	congling
从流	congliu
淙流	congliu
从龙	conglong
璁珑	conglong
葱昽	conglong
葱聋	conglong
葱茏	conglong
骢马	congma
骢马曲	congmaqu
骢马御史	congmayushi
丛莽	congmang
匆忙	congmang
悤忙	congmang
聪敏	congmin
从命	congming
聪明	congming
聪明丸	congmingwan
从母	congmu
从目	congmu
从女	congnv
葱仟	congqian
葱倩	congqian
葱蒨	congqian
从亲	congqin
从禽	congqin
葱青	congqing
从然	congran
从人	congren
从容	congrong
从戎	congrong
瑽瑢	congrong
从谂	congshen
从声	congsheng
从生	congsheng
从绳	congsheng
从省服	congshengfu
从事	congshi
从史	congshi
丛书	congshu
从叔	congshu
从属	congshu
从祀	congsi
从颂	congsong
賨叟	congsou
从俗	congsu
从孙	congsun
从孙甥	congsunsheng
丛台	congtai
丛谈	congtan
丛帖	congtie
謥詷	congtong
丛委	congwei
丛物	congwu
从物	congwu
从闲	congxian
从心	congxin
从兄弟	congxiongdi
丛艳	congyan
丛玉	congyu
从谀	congyu
从渊	congyuan
从约	congyue
从约长	congyuechang
从者	congzhe
聪哲	congzhe
从政	congzheng
从治	congzhi
从子	congzi
从恣	congzi
悤卒	congzu
从祖父	congzufu
从祖姑	congzugu
从祖母	congzumu
从祖王母	congzuwangmu
从祖兄弟	congzuxiongdi
从坐	congzuo
凑泊	coubo
凑会	couhui
凑理	couli
腠理	couli
凑懑	coumen
凑巧	couqiao
簇箔	cubo
粗才	cucai
麤才	cucai
徂川	cuchuan
促刺	cuci
促促	cucu
娖娖	cucu
簇簇	cucu
粗粗	cucu
踧踧	cucu
蹙蹙	cucu
麤粗	cucu
醋大	cuda
簇蝶	cudie
簇饤	cuding
蹙頞	cue
粗饭	cufan
麤饭	cufan
猝故	cugu
促管	cuguan
粗官	cuguan
麤官	cuguan
粗豪	cuhao
麤豪	cuhao
簇花宴	cuhuayan
踧踖	cuji
促节	cujie
猝嗟	cujie
簇金	cujin
蹙金	cujin
簇酒	cujiu
粗苴	cuju
蹴鞠	cuju
麤苴	cuju
徂徕	culai
徂徕集	culaiji
徂徕先生	culaixiansheng
瘯蠡	culi
粗粝	culi
麤粝	culi
促鳞	culin
蹙凌水	culingshui
徂落	culuo
殂落	culuo
徂年	cunian
簇辇	cunian
踧沑	cunv
促拍	cupai
簇拍	cupai
蹴瓶伎	cupingji
促恰	cuqia
促掐	cuqia
徂迁	cuqian
蹴球	cuqiu
促曲	cuqu
蹴然	curan
蹙戎	curong
蹙融	curong
蹙剩	cusheng
粗食	cushi
麤食	cushi
徂暑	cushu
踧蹜	cusu
蹙沓	cuta
促席	cuxi
促膝	cuxi
促狭	cuxia
徂谢	cuxie
殂谢	cuxie
簇新	cuxin
醋心	cuxin
簇拥	cuyong
簇仗	cuzhang
徂征	cuzheng
促织	cuzhi
促中	cuzhong
粗中	cuzhong
麤中	cuzhong
促柱	cuzhu
促装	cuzhuang
蹙咨	cuzi
促坐	cuzuo
簇坐	cuzuo
爨婢	cuanbi
窜点	cuandian
窜定	cuanding
撺断	cuanduan
撺掇	cuanduo
爨妇	cuanfu
攒宫	cuangong
攒茅	cuanmao
窜名	cuanming
爨弄	cuannong
爨琴	cuanqin
爨室	cuanshi
篡弑	cuanshi
篡弒	cuanshi
撺嗾	cuansou
巑岏	cuanwan
爨下	cuanxia
撺箱	cuanxiang
窜逐	cuanzhu
凗凒	cuiai
漼溰	cuiai
摧败	cuibai
粹白	cuibai
翠被	cuibei
翠碧鸟	cuibiniao
翠鬓	cuibin
悴薄	cuibo
摧剥	cuibo
崔伯谦	cuiboqian
萃蔡	cuicai
摧残	cuican
璀璨	cuican
翠粲	cuican
摧藏	cuicang
崔呈秀	cuichengxiu
悴憏	cuichi
摧怆	cuichuang
摧捽	cuicu
崔崔	cuicui
漼漼	cuicui
璀璀	cuicui
皠皠	cuicui
崔错	cuicuo
璀错	cuicuo
鏙错	cuicuo
翠钿	cuidian
榱栋	cuidong
翠蛾	cuie
焠儿	cuier
毳饭	cuifan
摧方	cuifang
翠盖	cuigai
翠哥	cuige
崔珙	cuigong
催归	cuigui
翠妫	cuigui
翠翰	cuihan
崔浩	cuihao
崔颢	cuihao
毳毼	cuihe
毳褐	cuihe
崔宏	cuihong
崔鸿	cuihong
崔弘度	cuihongdu
崔护	cuihu
翠华	cuihua
催花鼓	cuihuagu
催花雨	cuihuayu
翠鬟	cuihuan
翠黄	cuihuang
崔徽	cuihui
悴贱	cuijian
摧坚	cuijian
翠菅	cuijian
淬剑池	cuijianchi
翠旌	cuijing
啐酒	cuijiu
翠菊	cuiju
榱桷	cuijue
催科	cuike
啐醴	cuili
淬励	cuili
脆梨	cuili
崔亮	cuiliang
崔灵恩	cuilingen
翠龙	cuilong
翠楼	cuilou
翠楼吟	cuilouyin
崔卢	cuilu
崔罗什	cuiluoshen
毳毛	cuimao
翠眉	cuimei
崔沔	cuimian
毳冕	cuimian
淬勉	cuimian
毳幕	cuimu
毳衲	cuina
翠辇	cuinian
翠鸟	cuiniao
崔宁	cuining
翠屏山	cuipingshan
粹器	cuiqi
翠翘	cuiqiao
脆怯	cuiqie
催青	cuiqing
摧屈	cuiqu
崔仁师	cuirenshi
悴容	cuirong
摧辱	cuiru
翠蕤	cuirui
脆弱	cuiruo
摧铩	cuisha
瘁摄	cuishe
脆蛇	cuishe
催生	cuisheng
崔述	cuishu
漼水	cuishui
榱题	cuiti
崔隤	cuitui
摧颓	cuitui
崔嵬	cuiwei
崔巍	cuiwei
翠微	cuiwei
翠微宫	cuiweigong
翠微亭	cuiweiting
崔暹	cuixian
摧陷	cuixian
摧心	cuixin
翠袖	cuixiu
崔琰	cuiyan
翠琰	cuiyan
毳衣	cuiyi
崔骃	cuiyin
瘁音	cuiyin
崔隐甫	cuiyinfu
崔莺莺	cuiyingying
淬浴	cuiyu
翠玉	cuiyu
翠羽	cuiyu
崔瑗	cuiyuan
崔元翰	cuiyuanhan
翠云裘	cuiyunqiu
催趱	cuizan
毳帐	cuizhang
焠掌	cuizhang
摧折	cuizhe
粹折	cuizhe
翠烛	cuizhu
催妆	cuizhuang
催妆诗	cuizhuangshi
崔子忠	cuizizhong
催租	cuizu
崔崪	cuizu
催租瘢	cuizuban
寸白军	cunbaijun
寸步	cunbu
寸草	cuncao
寸肠	cunchang
寸长	cunchang
踆鸱	cunchi
存楚	cunchu
存存	cuncun
踆踆	cuncun
寸地	cundi
忖度	cunduo
皴法	cunfa
存抚	cunfu
村夫子	cunfuzi
存孤	cungu
寸关尺	cunguanchi
寸晷	cungui
存候	cunhou
存活	cunhuo
存济	cunji
存记	cunji
寸进	cunjin
寸金淀	cunjindian
存眷	cunjuan
村客	cunke
寸口	cunkou
存劳	cunlao
忖量	cunliang
忖留神	cunliushen
存录	cunlu
寸禄	cunlu
村落	cunluo
寸缕	cunlv
存没	cunmei
寸眸	cunmou
存目	cunmu
皴劈	cunpi
皴皮生	cunpisheng
村气	cunqi
皴皵	cunque
存润	cunrun
村沙	cunsha
存神	cunshen
存身	cunshen
忖势	cunshi
村书	cunshu
村塾	cunshu
存水	cunshui
寸田	cuntian
寸铁	cuntie
寸土	cuntu
存亡继絶	cunwangjijue
存慰	cunwei
存问	cunwen
村坞	cunwu
踆乌	cunwu
寸隙	cunxi
存想	cunxiang
村校	cunxiao
存谢	cunxie
存心	cunxin
寸心	cunxin
存雄	cunxiong
存恤	cunxu
村墟	cunxu
村学	cunxue
村学究	cunxuejiu
寸旬	cunxun
存养	cunyang
村野	cunye
存一	cunyi
存疑	cunyi
存肄	cunyi
寸阴	cunyin
存在	cunzai
村寨	cunzhai
村镇	cunzhen
撮白	cuobai
错臂	cuobi
痤疮	cuochuang
措辞	cuoci
遳脆	cuocui
错崔	cuocui
瑳瑳	cuocuo
措大	cuoda
错刀	cuodao
错到底	cuodaodi
蹉跌	cuodie
剉碓	cuodui
蹉对	cuodui
锉碓	cuodui
挫顿	cuodun
嵯峨	cuoe
错愕	cuoe
撮合山	cuoheshan
错简	cuojian
撮襟书	cuojinshu
痤疽	cuoju
痤雎	cuoju
撮空	cuokong
矬陋	cuolou
遳陋	cuolou
错落	cuoluo
错缪	cuomiu
错磨	cuomo
错莫	cuomo
撮囊	cuonang
撮弄	cuonong
挫衄	cuonv
撮壤	cuorang
蹉躟	cuorang
挫辱	cuoru
挫伤	cuoshang
措身	cuoshen
错石	cuoshi
鹾使	cuoshi
厝手	cuoshou
措手	cuoshou
脞说	cuoshuo
撮土	cuotu
蹉跎	cuotuo
错迕	cuowu
撮要	cuoyao
嵯耶	cuoye
措意	cuoyi
错鱼	cuoyu
撮晕	cuoyun
剉折	cuozhe
挫折	cuozhe
锉折	cuozhe
挫针	cuozhen
措置	cuozhi
错综	cuozong
大阿哥	daage
大安	daan
大八件	dabajian
大巴山	dabashan
大拜	dabai
大白	dabai
答拜	dabai
大半	daban
打扮	daban
大宝	dabao
打包	dabao
搭包	dabao
大北	dabei
大悲	dabei
大贝	dabei
打碑	dabei
大北胜	dabeisheng
大本	daben
打本	daben
大比	dabi
大笔	dabi
打髀殖	dabizhi
大卞	dabian
大遍	dabian
打标	dabiao
大别	dabie
打柭柭	dabiebie
大别山	dabieshan
大宾	dabin
大丙	dabing
大兵	dabing
大柄	dabing
打并	dabing
大伯	dabo
大帛	dabo
搭膊	dabo
褡膊	dabo
大卜	dabu
大埔	dabu
大布	dabu
达步	dabu
大不敬	dabujing
大才	dacai
大蔡	dacai
大采	dacai
打惨	dacan
打草谷	dacaogu
大单于	dachanyu
大常	dachang
打场	dachang
达常	dachang
大长秋	dachangqiu
大巢	dachao
大朝	dachao
大车	dache
大晨	dachen
大臣	dachen
大辰	dachen
达嚫	dachen
大乘	dacheng
大城	dacheng
大成	dacheng
大成殿	dachengdian
大城港镇	dachenggangzhen
大丞相	dachengxiang
大成兴胜	dachengxingsheng
大痴	dachi
大赤	dachi
大虫	dachong
笪重光	dachongguang
打抽丰	dachoufeng
大畜	dachu
大垂手	dachuishou
大椿	dachun
打春	dachun
达聪	dacong
大凑	dacou
大蔟	dacu
打蔟	dacu
大错	dacuo
怛怛	dada
鞑靼	dada
大带	dadai
大戴	dadai
大戴礼	dadaili
大当	dadang
大珰	dadang
打当	dadang
大刀	dadao
大道	dadao
达道	dadao
大道教	dadaojiao
大道曲	dadaoqu
大导师	dadaoshi
大刀头	dadaotou
大德	dade
达德	dade
大地	dadi
大帝	dadi
大弟	dadi
大抵	dadi
大氐	dadi
大堤曲	dadiqu
大涤山	dadishan
大佃	dadian
大典	dadian
大殿	dadian
大颠	dadian
打点	dadian
大貂	dadiao
大耋	dadie
打迭	dadie
大定	dading
大东	dadong
大斗	dadou
大豆	dadou
大都	dadou|dadu
大度	dadu
大都督	dadudu
大渡河	daduhe
大督护	daduhu
大都护	daduhu
大都护府	daduhufu
大都尉	daduwei|dadouwei
大段	daduan
打断	daduan
大憝	dadui
大队	dadui
大额枋	daefang
大耳儿	daerer
达尔海子	daerhaizi
搭耳帽	daermao
答儿脑儿	daernaoer
大法	dafa
大法螺	dafaluo
大凡	dafan
大梵天王	dafantianwang
大房	dafang
大方	dafang
大舫	dafang
大防	dafang
大非川	dafeichuan
大分	dafen
大丰	dafeng
大凤	dafeng
大风	dafeng
大风歌	dafengge
大风子	dafengzi
大佛寺	dafosi
大佛头	dafotou
大妇	dafu
大府	dafu
大父	dafu
搭扶	dafu
大复集	dafuji
大斧劈	dafupi
大纲	dagang
大皋	dagao
大诰	dagao
大高	dagao
打稾	dagao
打稿	dagao
匒匌	dage
大哥	dage
大根脚	dagenjiao
大羹	dageng
大公	dagong
大功	dagong
大弓	dagong
打躬	dagong
大公平	dagongping
大公祖	dagongzu
搭钩	dagou
大故	dagu
大谷	dagu
大軱	dagu
大鼓	dagu
大孤山	dagushan
大鼓书	dagushu
大姑塘	dagutang
打乖	daguai
大关	daguan
大冠	daguan
大官	daguan
大观	daguan
达官	daguan
达观	daguan
大关山	daguanshan
大观帖	daguantie
大观舞	daguanwu
大圭	dagui
大归	dagui
大騩	dagui
打鬼	dagui
大过	daguo
大还	dahai
打骸垢	dahaigou
大汉	dahan
大航	dahang
大号	dahao
打号	dahao
打耗	dahao
大和	dahe|dahu
大壑	dahe
大河	dahe
大贺	dahe
惮赫	dahe
大翮山	daheshan
大亨	daheng
大横	daheng
大红	dahong
大鸿	dahong
大鸿胪	dahonglu
大侯	dahou
大户	dahu
大濩	dahu
大狐	dahu
大頀	dahu
搭护	dahu
大忽雷	dahulei
大化	dahua
大猾	dahua
怛化	dahua
打花	dahua
打话	dahua
大槐宫	dahuaigong
大圜	dahuan
大皇	dahuang
大荒	dahuang
大黄	dahuang
大荒落	dahuangluo
打灰堆	dahuidui
大婚	dahun
大昏	dahun
打诨	dahun
大火	dahuo
打火	dahuo
大获山	dahuoshan
大吉	daji
大戟	daji
大棘	daji
大祭	daji
大荠	daji
大计	daji
妲己	daji
打稽	daji
打脊	daji
答记	daji
打饥荒	dajihuang
大家	dajia
大贾	dajia
大驾	dajia
大迦叶	dajiaye
大建	dajian
大渐	dajian
打尖	dajian
打箭炉	dajianlu
大匠	dajiang
大江	dajiang
打降	dajiang
大将军	dajiangjun
大匠卿	dajiangqing
大椒	dajiao
大觉	dajiao
大角	dajiao
大较	dajiao
打搅	dajiao
打醮	dajiao
大劫	dajie
大节	dajie
打劫	dajie
打揭	dajie
达节	dajie
大姐姐	dajiejie
搭截题	dajieti
大节夜	dajieye
大尽	dajin
大浸	dajin
打紧	dajin
大金榜	dajinbang
大金川	dajinchuan
大金国志	dajinguozhi
大经	dajing
大咎	dajiu
大舅	dajiu
大酒	dajiu
搭救	dajiu
大九州岛	dajiuzhoudao
打酒坐	dajiuzuo
大具	daju
大局	daju
大矩	daju
大菊	daju
大居正	dajuzheng
大卷	dajuan
大决	dajue
大君	dajun
大钧	dajun
打勘	dakan
大康	dakang
大考	dakao
大客	dake
大科	dake
打颏	dake
答客难	dakenan
打彄	dakou
大苦	daku
大块	dakuai
大匡	dakuang
大傀	dakui
大魁	dakui
大昆嵛	dakunyu
大蜡	dala
搭拉	dala
答腊鼓	dalagu
大辣酥	dalasu
打剌孙	dalasun
答剌孙	dalasun
大赉	dalai
大老	dalao
大姥庙	dalaomiao
大姥山	dalaoshan
大老爷	dalaoye
大乐	dale
大雷	dalei
大历	dali
大厉	dali
大吏	dali
大戾	dali
大理	dali
大礼	dali
大荔	dali
达理	dali
达里泊	dalibo
大理寺	dalisi
大李小李	dalixiaoli
大礼议	daliyi
大敛	dalian
大练	dalian
搭连	dalian
褡裢	dalian
大廉宪	dalianxian
大梁	daliang
大量	daliang
打粮	daliang
打量	daliang
大良造	daliangzao
大僚	daliao
大林	dalin
大令	daling
大陵	daling
大凌河	dalinghe
大龙潭	dalongtan
大楼山	daloushan
大卤	dalu
大录	dalu
大戮	dalu
大路	dalu
大辂	dalu
大陆	dalu
大麓	dalu
大陆泽	daluze
大脔	daluan
大略	dalue
大伦	dalun
大落	daluo
大逻便	daluobian
大罗氏	daluoshi
大罗天	daluotian
大吕	dalv
大旅	dalv
大麻	dama
打马	dama
大妈妈	damama
大麦	damai
打麦	damai
大麦苺	damaimei
打卯牌子	damaopaizi
打毷氉	damaosao
大门官	damenguan
大门中	damenzhong
大梦	dameng
大蒙	dameng
大冕	damian
大面	damian
搭面	damian
大冥	daming
大名	daming
大命	daming
大明	daming
大明宝钞	damingbaochao
大明宫	daminggong
大明湖	daminghu
大明历	damingli
大漠	damo
大莫	damo
打抹	damo
达磨	damo
大莫卢	damolu
达磨驮都	damotuodou
达磨支	damozhi
大母	damu
大男	danan
大难	danan
大南关	dananguan
大挠	danao
大内	danei
大娘	daniang
打捏	danie
大宁	daning
大农	danong
大奴	danu
打暖	danuan
大喏	danuo
大诺	danuo
大厖	dapang
大彭	dapeng
大烹	dapeng
大蓬	dapeng
大伾	dapi
大辟	dapi
大邳	dapi
大辟山	dapishan
大品经	dapinjing
大坡	dapo
大酺	dapu
大器	daqi
大期	daqi
打砌	daqi
大千	daqian
大钱	daqian
打千	daqian
打钱	daqian
大乔	daqiao|daa
大侵	daqin
大寝	daqin
大秦	daqin
大秦寺	daqinsi
大庆	daqing
大青	daqing
大庆关	daqingguan
大清河	daqinghe
大青山	daqingshan
大穷	daqiong
大裘	daqiu
大酋	daqiu
打球	daqiu
大区	daqu
大去	daqu
大屈	daqu
大曲	daqu
大趣	daqu
打趣	daqu
大全	daquan
大权	daquan
大铨衡	daquanheng
大雀	daque
笪却日	daqueri
大人	daren
大稔	daren
达人	daren
大人国	darenguo
大戎	darong
打如愿	daruyuan
大阮	daruan
搭飒	dasa
答飒	dasa
打散	dasan
大散关	dasanguan
大丧	dasang
打埽	dasao
打扫	dasao
搭赸	dashan
大上	dashang
怛伤	dashang
大上造	dashangzao
大袑	dashao
大韶	dashao
大射	dashe
大社	dashe
大赦	dashe
大审	dashen
大神	dashen
大神通	dashentong
大圣	dasheng
打牲	dasheng
达生	dasheng
大晟词	dashengci
大晟府	dashengfu
大胜关	dashengguan
大圣天王	dashengtianwang
大世	dashi
大事	dashi
大使	dashi
大势	dashi
大史	dashi
大士	dashi
大始	dashi
大市	dashi
大师	dashi
大食	dashi
达士	dashi
达识	dashi
大事纪	dashiji
打十三	dashisan
大石山	dashishan
大石调	dashitiao
大食调	dashitiao
大势至	dashizhi
大受	dashou
打手	dashou
大书	dashu
大数	dashu
大庶长	dashuchang
大帅	dashuai
大率	dashuai
大谁	dashui
打睡	dashui
大顺	dashun
大祀	dasi
大司成	dasicheng
大司空	dasikong
大司寇	dasikou
大司乐	dasile
大司马	dasima
大司农	dasinong
大司徒	dasitu
大宋	dasong
大搜	dasou
大薮	dasou
大苏	dasu
大蒜	dasuan
打算	dasuan
大隧	dasui
大飧	dasun
大索	dasuo
大娑罗	dasuoluo
答沓	data
大堂	datang
大塘	datang
大唐新语	datangxinyu
大讨	datao
打桃	datao
大特	date
大藤峡	datengxia
大体	dati
大田	datian
大挑	datiao
大庭	dating
大廷氏	datingshi
大同	datong
大统	datong
大通	datong
大同历	datongli
大统历	datongli
达头	datou
大头菜	datoucai
大万	dawan
大宛	dawan
大王	dawang
大王风	dawangfeng
大王父	dawangfu
打围	dawei
大武	dawu
大西	daxi
达奚	daxi
大夏	daxia
大祫	daxia
大咸	daxian
大岘	daxian
大弦	daxian
大限	daxian
达县	daxian
大宪佥	daxianqian
大祥	daxiang
大象	daxiang
大飨	daxiang
达乡	daxiang
达巷	daxiang
大详稳司	daxiangwensi
大嚣	daxiao
达孝	daxiao
大小乘	daxiaocheng
大小戴	daxiaodai
大小山	daxiaoshan
大小宋	daxiaosong
大小尉迟	daxiaoyuchi
大心	daxin
大昕	daxin
大兴	daxing
大刑	daxing
大姓	daxing
大行	daxing
打行	daxing
大行令	daxingling
大行人	daxingren
大行台	daxingtai
大兄	daxiong
大雄	daxiong
大胥	daxu
大选	daxuan
打旋罗	daxuanluo
打旋磨	daxuanmo
大学	daxue
打踅	daxue
大学士	daxueshi
大学衍义	daxueyanyi
大巡	daxun
大徇	daxun
大雅	daya
大衍	dayan
大衍历	dayanli
大言山	dayanshan
大雁塔	dayanta
大阳	dayang
打仰	dayang
大姚	dayao
大药	dayao
大要	dayao
大业	daye
大冶	daye
大夜	daye
大野	daye
打揲	daye
打夜狐	dayehu
大谒者	dayezhe
大一	dayi
大义	dayi
大仪	dayi
大意	dayi
大邑	dayi
打衣粮	dayiliang
大一统	dayitong
大尹	dayin
大隐	dayin
大音	dayin
答应	daying
大营官	dayingguan
大盈库	dayingku
大有	dayou
大猷	dayou
大酉	dayou
大有年	dayounian
大有为	dayouwei
大予	dayu
大余	dayu
大庾	dayu
大榆	dayu
大禹	dayu
大语	dayu
大遇	dayu
大雩	dayu
大驭	dayu
打鱼	dayu
大尉迟	dayuchi
大盂鼎	dayuding
大羽箭	dayujian
大庾岭	dayuling
大渔泺	dayuluo
大豫舞	dayuwu
大原	dayuan
大员	dayuan
大圆	dayuan
大远	dayuan
大元帅	dayuanshuai
大渊献	dayuanxian
大阅	dayue
大月氏	dayueshi
大运	dayun
大韵	dayun
大云经	dayunjing
大宰	dazai
大驵	dazang
大藏经	dazangjing
大造	dazao
大泽乡	dazexiang
大札	dazha
怛咤	dazha
大宅	dazhai
打斋饭	dazhaifan
大仗	dazhang
大章	dazhang
大丈夫	dazhangfu
大招	dazhao
撘爪	dazhao
大照禅师	dazhaochanshi
大着	dazhe
大震关	dazhenguan
大正	dazheng
打挣	dazheng
大郑宫	dazhenggong
大指	dazhi
大治	dazhi
大致	dazhi
大质	dazhi
达旨	dazhi
大智度论	dazhidulun
大中	dazhong
大众	dazhong
大中丞	dazhongcheng
大中祥符	dazhongxiangfu
大冢宰	dazhongzai
大中正	dazhongzheng
大舟卿	dazhouqing
大祝	dazhu
大竹	dazhu
大传	dazhuan
大壮	dazhuang
大状	dazhuang
大壮舞	dazhuangwu
大宗	dazong
大宗伯	dazongbo
大总管	dazongguan
大宗师	dazongshi
大宗正卿	dazongzhengqing
大宗正司	dazongzhengsi
大祖	dazu
大足	dazu
大尊	dazun
达尊	dazun
大作	dazuo
打坐	dazuo
怠傲	daiao
怠敖	daiao
怠骜	daiao
戴白	daibai
戴琫	daibeng
代笔	daibi
