阿鼻	abi
奈塘寺	naitangsi
耐怨害忍	naiyuanhairen
乃至无老死	naizhiwulaosi
南安岩严尊者	nananyanyanzunzhe
南安严尊者	nananyanzunzhe
南安岩尊者	nananyanzunzhe
南安云封寺圆禅师	nananyunfengsiyuanchanshi
南北传佛教	nanbeichuanfojiao
南藏	nancang
南禅寺	nanchansi
南昌信无疑	nanchangxinwuyi
南朝佛教	nanchaofojiao
南传大藏经	nanchuandazangjing
南传佛教	nanchuanfojiao
南传佛教人物	nanchuanfojiaorenwu
南传七论	nanchuanqilun
南都六宗	nandouliuzong|nanduliuzong
难伏地	nanfudi
南宫市普彤寺	nangongshiputongsi
南海慈航渡来北楚	nanhaicihangdulaibeichu
南海观音甘露泉	nanhaiguanyinganluquan
南海寄归内法传	nanhaijiguineifachuan
南海莲花九品香	nanhailianhuajiupinxiang
南华寺	nanhuasi
南怀瑾	nanhuaijin
南怀瑾先生	nanhuaijinxiansheng
南际	nanji
南剑西岩回禅师	nanjianxiyanhuichanshi
南京方山定林寺	nanjingfangshandinglinsi
难沮佛	nanjufo
南喀坚赞	nankajianzan
南卡迎波	nankayingbo
南康云居齐禅师	nankangyunjuqichanshi
南凉释昙霍	nanliangshitanhuo
南能北秀	nannengbeixiu
南浦绍明	nanpushaoming
南普陀寺	nanputuosi
南泉古佛普愿	nanquangufopuyuan
南泉救鹅	nanquanjiue
南泉普愿禅师	nanquanpuyuanchanshi
南三北七	nansanbeiqi
南山	nanshan
南赡部洲	nanshanbuzhou
南山律师道宣	nanshanlvshidaoxuan
南山念佛门禅宗	nanshannianfomenchanzong
南山三观	nanshansanguan
南山三教	nanshansanjiao
南山士云	nanshanshiyun
南山寺	nanshansi
南山宣律师	nanshanxuanlvshi
难胜地	nanshengdi
难胜月	nanshengyue
南石文琇禅师	nanshiwenxiuchanshi
南宋元明禅林僧宝传	nansongyuanmingchanlinsengbaochuan
南塔光涌禅师	nantaguangyongchanshi
南台寺	nantaisi
南堂禅师清欲	nantangchanshiqingyu
南堂欲禅师	nantangyuchanshi
难调难服	nantiaonanfu
南条文雄	nantiaowenxiong
南亭	nanting
南亭法师	nantingfashi
南通太平禅寺	nantongtaipingchansi
难陀	nantuo
难陀龙王	nantuolongwang
难信之法	nanxinzhifa
难行	nanxing
难行道	nanxingdao
南雄市大雄禅寺	nanxiongshidaxiongchansi
南阎浮提	nanyanfuti
南阳慧忠	nanyanghuizhong
南阳慧忠国师	nanyanghuizhongguoshi
南阳张诠	nanyangzhangquan
南阳张野	nanyangzhangye
南阳宗炳	nanyangzongbing
难易二道	nanyierdao
难以通达	nanyitongda
南英谦宗	nanyingqianzong
南岳般舟和上	nanyuebanzhouheshang
南岳般舟和尚	nanyuebanzhouheshang
南岳大明律师	nanyuedaminglvshi
南岳单传记	nanyuedanchuanji|nanyuedanzhuanji
南岳豆儿佛	nanyuedouerfo
南岳怀让禅师	nanyuehuairangchanshi
南岳慧思大禅师	nanyuehuisidachanshi
南岳弥陀和尚	nanyuemituoheshang
南岳明瓒禅师	nanyuemingzanchanshi
南岳让禅师	nanyuerangchanshi
南岳石头希迁和尚	nanyueshitouxiqianheshang
南岳石头志庵主	nanyueshitouzhianzhu
南岳思大禅师	nanyuesidachanshi
南岳思大禅师立誓愿文	nanyuesidachanshilishiyuanwen
南岳惟劲头陀	nanyueweijingtoutuo|nanyueweijintoutuo
南岳益首座	nanyueyishouzuo
南岳云峰律师法证	nanyueyunfenglvshifazheng
南诏	nanzhao
南洲	nanzhou
南洲溥洽法师	nanzhoupuqiafashi
南宗	nanzong
恼害	naohai
讷禅师	nechanshi
内藏寺	neicangsi
内尘	neichen
内道	neidao
内道场	neidaochang
内典	neidian
内典尘露章	neidianchenluzhang
内凡	neifan
内供奉	neigongfeng
内界	neijie
内蒙古包头市普渡寺	neimenggubaotoushipudusi
内秘	neimi
内明	neiming
内识	neishi
内四供养	neisigongyang
内宿食	neisushi
内外不二门	neiwaibuermen
内外道	neiwaidao
内外兼明	neiwaijianming
内外云何起	neiwaiyunheqi
内我	neiwo
内邬苏巴	neiwusuba
内学	neixue
内学年刊	neixueniankan
内薰	neixun
内缘	neiyuan
内证	neizheng
内证佛法相承血脉谱	neizhengfofaxiangchengxuemaipu
内众	neizhong
内煮	neizhu
能帮助我们	nengbangzhuwomen
能别不极成过	nengbiebujichengguo
能除一切苦	nengchuyiqieku
能奉	nengfeng
能海法师	nenghaifashi
能海上师	nenghaishangshi
能净法师	nengjingfashi
能立	nengli
能立不遣	nenglibuqian
能力最无上	nenglizuiwushang
能仁寺	nengrensi
能师	nengshi
能所	nengsuo
能显中边慧日论	nengxianzhongbianhuirilun
能义	nengyi
逆川禅师	nichuanchanshi
逆川法师智顺	nichuanfashizhishun
倪道	nidao
尼登丹	nidengdan
尼法空	nifakong
尼姑原是女人做	niguyuanshinvrenzuo
泥洹	nihuan
尼戒	nijie
尼拘律树	nijulvshu
尼拘陀梵志	nijutuofanzhi
尼连禅河	nilianchanhe
尼乾陀	niqiantuo
尼萨耆波逸提	nisaqiboyiti
尼萨耆亚巴吉帝亚	nisaqiyabajidiya
尼师	nishi
尼师坛	nishitan
尼寺	nisi
尼寺五山	nisiwushan
你他心	nitaxin
尼陀那	nituona
倪柝声文件	nituoshengwenjian
你无怫性	niwufuxing
尼耶那第洛卡	niyenadiluoka
你有我所执	niyouwosuozhi
逆缘	niyuan
尼祖勤	nizuqin
念常	nianchang
念持	nianchi
念持佛	nianchifo
念处	nianchu
念此一句佛	nianciyijufo
念定	nianding
念法	nianfa
年分度者	nianfenduzhe
念佛	nianfo
念佛宝号	nianfobaohao
念佛禅	nianfochan
念佛法门	nianfofamen
念佛观	nianfoguan
念佛回向	nianfohuixiang
念佛机	nianfoji
念佛镜	nianfojing
念佛可令烦恼无	nianfokelingfannaowu
念佛三昧	nianfosanmei
念佛三昧宝王论	nianfosanmeibaowanglun
念佛声声是妙画	nianfoshengshengshimiaohua
念佛速令登彼岸	nianfosulingdengbian
念佛图	nianfotu
念佛往生	nianfowangsheng
念佛往生愿	nianfowangshengyuan
念佛有何益	nianfoyouheyi
念佛宗	nianfozong
念根	niangen
拈古	niangu
拈花示众	nianhuashizhong
拈花微笑	nianhuaweixiao
拈华微笑	nianhuaweixiao
年戒	nianjie
念戒	nianjie
念劫融即	nianjierongji
念力	nianli
年满受具	nianmanshouju
念乃心不乱	niannaixinbuluan
念念	niannian
念念不觉出	niannianbujuechu
念念不绝处	niannianbujuechu
念念常现前	niannianchangxianqian
念念无常	niannianwuchang
念念心心佛相应	niannianxinxinfoxiangying
念僧	nianseng
念僧之心	niansengzhixin
念圣号	nianshenghao
念施	nianshi
念死	niansi
念诵	niansong
念天	niantian
念无灭	nianwumie
念无失	nianwushi
拈笑宗英	nianxiaozongying
念藏文	nianzangwen
念智称	nianzhicheng
念珠	nianzhu
鸟窠	niaoke
鸟窠禅师	niaokechanshi
鸟窠道林禅师	niaokedaolinchanshi
涅槃	niepan
涅槃八味	niepanbawei
涅槃城	niepancheng
涅槃佛	niepanfo
涅槃缚	niepanfu
涅槃会	niepanhui
涅槃寂静	niepanjijing
涅槃寂静印	niepanjijingyin
涅槃界	niepanjie
涅槃乐	niepanle
涅槃门	niepanmen
涅槃那	niepanna
涅槃师	niepanshi
涅槃相	niepanxiang
涅槃印	niepanyin
涅槃智	niepanzhi
涅槃宗	niepanzong
宁贲	ningben
宁城法轮寺	ningchengfalunsi
宁玛巴	ningmaba
宁玛把	ningmaba
宁玛派	ningmapai
宁师	ningshi
拗挠	niunao
牛思远	niusiyuan
牛头法融禅师	niutoufarongchanshi
牛头慧忠	niutouhuizhong
牛头慧忠禅师	niutouhuizhongchanshi
牛头懒融	niutoulanrong
牛头山	niutoushan
牛头山智威禅师	niutoushanzhiweichanshi
牛头旃檀	niutouzhantan
牛云	niuyun
牛云和尚求聪明	niuyunheshangqiucongming
农禅寺	nongchansi
脓烂想	nonglanxiang
脓血地狱	nongxuediyu
努力得净土	nulidejingtu
暖法	nuanfa
暖位	nuanwei
诺健那	nuojianna
诺那呼图克图	nuonahutuketu
诺西堪布仁波切	nuoxikanburenboqie
女居士	nvjushi
女六欲	nvliuyu
女僧	nvseng
女天	nvtian
女子出定	nvzichuding
欧波僧正	oubosengzheng
欧丹多富梨寺	oudanduofulisi
欧登柏格	oudengbaige
欧登贝格	oudengbeige
欧尔卡特	ouerkate
偶尔无意	ouerwuyi
沤和俱舍罗	ouhejusheluo
欧曲达摩巴札	ouqudamobazha
欧阳渐	ouyangjian
欧阳无畏	ouyangwuwei
欧阳永叔	ouyangyongshu
蕅益	ouyi
藕益	ouyi
藕益大师	ouyidashi
帕奥禅师	paaochanshi
帕摩竹巴多杰嘉波	pamozhubaduojiejiabo
帕竹噶举	pazhugaju
蹒庵成禅师	pananchengchanshi
潘待制	pandaizhi
盘谷禅师	panguchanshi
潘广潭	panguangtan
盘珪禅师语录	panguichanshiyulu
盘圭永琢	panguiyongzuo|panguiyongzhuo
判教	panjiao
潘生妻胡氏	panshengqihushi
判释	panshi
槃驮	pantuo
潘兴嗣	panxingsi
潘延之	panyanzhi
攀缘	panyuan
攀援心	panyuanxin
潘重规	panzhonggui
庞道玄	pangdaoxuan
庞居士	pangjushi
旁生	pangsheng
旁生界	pangshengjie
庞行婆	pangxingpo
庞蕴	pangyun
庞蕴居士	pangyunjushi
抛儿婆	paoerpo
泡幻同无碍	paohuantongwuai
裴公美	peigongmei
裴几原	peijiyuan
裴晋公	peijingong
裴宽	peikuan
裴休	peixiu
裴休居士	peixiujushi
彭城刘遗民	pengchengliuyimin
彭汝霖	pengrulin
彭山圣姑	pengshanshenggu
彭信宇	pengxinyu
毗钵舍那	piboshena
毗部底陀娑	pibudituosuo
毗佛略	pifolue
毗诃罗	piheluo
毗伽罗论	pijialuolun|pigaluolun
毗兰若	pilanre
毗梨耶	piliye
毗琉璃王	piliuliwang
毗卢	pilu
毗卢七支坐	piluqizhizuo
毗卢舍那	pilushena
毗卢性海	piluxinghai
毗卢渣那	piluzhana
毗卢遮那	piluzhena
毗卢遮那大师	piluzhenadashi
毗卢遮那佛咒	piluzhenafozhou
毗罗	piluo
毗玛拉米札	pimalamizha
毗奈耶	pinaiye
毗尼	pini
毗尼多流支	piniduoliuzhi
毗尼精舍	pinijingshe
毗尼母经	pinimujing
琵琶师	pipashi
毗婆沙	piposha
毗婆舍那	piposhena
毗婆尸	piposhi
毗婆尸佛	piposhifo
毗沙门	pishamen
毗沙门天	pishamentian
毗舍闍	pishedu
毗舍浮	pishefu
毗舍浮佛	pishefufo
毗舍离	pisheli
毗湿奴天	pishinutian
毗首羯摩天	pishoujiemotian
披袒	pitan
毗昙	pitan
毗昙师	pitanshi
披剃	piti
疲厌	piyan
毗耶梨波	piyelibo
毗耶陀里波	piyetuolibo
譬喻经	piyujing
譬喻品	piyupin
譬喻师	piyushi
辟支	pizhi
辟支地	pizhidi
辟支佛	pizhifo
辟支迦佛陀	pizhijiafotuo
毗卓波阿阇黎	pizhuoboaduli|pizhuoboasheli
偏空	piankong
偏偏修者自寻繁	pianpianxiuzhezixunfan
偏小	pianxiao
偏圆	pianyuan
偏真	pianzhen
偏执	pianzhi
漂泊无边	piaobowubian
品醇一杯铁观音	pinchunyibeitieguanyin
频伽	pinjia
频来果	pinlaiguo
品类足论	pinleizulun
贫女施灯	pinnvshideng
频婆娑罗王	pinposuoluowang
贫者一灯	pinzheyideng
平安胜过一切福	pinganshengguoyiqiefu
平常心	pingchangxin
平川彰	pingchuanzhang
平等法	pingdengfa
平等观	pingdengguan
平等广大	pingdengguangda
平等觉	pingdengjue
平等王	pingdengwang
平等心	pingdengxin
平等性智	pingdengxingzhi
凭楫	pingji
平间寺	pingjiansi
平江东山古寺	pingjiangdongshangusi
平江虎丘隆禅师	pingjianghuqiulongchanshi
平乐寺	pinglesi
平平淡淡才是真	pingpingdandancaishizhen
屏山李居士	pingshanlijushi
平时观想	pingshiguanxiang
平侍者	pingshizhe
瓶塔	pingta
平坦如掌	pingtanruzhang
平田嫂	pingtiansao
平息鸟	pingxiniao
平乡县观音寺	pingxiangxianguanyinsi
平兴寺	pingxingsi
破斥	pochi
破地狱猛将	podiyumengjiang
珀东班禅晋美札巴	podongbanchanjinmeizhaba
破法	pofa
破和合僧	poheheseng
破见	pojian
破窖堕	pojiaoduo
破窖堕禅师	pojiaoduochanshi
破戒	pojie
破戒过失	pojieguoshi
破戒五过	pojiewuguo
破立	poli
婆罗门	poluomen
婆罗门教	poluomenjiao
破落名	poluoming
婆罗提木叉	poluotimucha
婆婆妈妈草莓心	popomamacaomeixin
破僧	poseng
婆舍斯多	poshesiduo
破生同	poshengtong
破生同理	poshengtongli
破生同推理	poshengtongtuili
颇瓦	powa
颇瓦法	powafa
破瓦法	powafa
破夏	poxia
破显	poxian
破邪	poxie
婆修盘头	poxiupantou
婆须密	poxumi
破有	poyou
破灶堕	pozaoduo
破灶堕者	pozaoduozhe
破斋	pozhai
颇章顶巴	pozhangdingba
破执	pozhi
普岸	puan
普岸禅师	puanchanshi
普庵禅师	puanchanshi
普安法师	puanfashi
普庵印肃禅师	puanyinsuchanshi
普巴金刚	pubajingang
普巴金刚祈请文	pubajingangqiqingwen
普巴金刚心咒	pubajingangxinzhou
普巴金刚心咒梵唱	pubajingangxinzhoufanchang
普巴扎西	pubazhaxi
普超法师	puchaofashi
普聪	pucong
普度	pudu
普度禅师	puduchanshi
普法	pufa
普光	puguang
普光法师	puguangfashi
普光王寺	puguangwangsi
朴汉永	puhanyong
普恒	puheng
普化禅师	puhuachanshi
普化摇铃	puhuayaoling
普化宗	puhuazong
普寰	puhuan
普慧大藏经	puhuidazangjing
普寂	puji
普寂禅师	pujichanshi
普济禅寺	pujichansi
普交	pujiao
普净法师	pujingfashi
普静觉	pujingjue
普救寺	pujiusi
普觉法师	pujuefashi
普旷	pukuang
普拉克利特语	pulakeliteyu
普乐寺	pulesi
普礼	puli
普满	puman
普门	pumen
普门寺	pumensi
菩妙	pumiao
普明法师	pumingfashi
普明寺	pumingsi
普宁藏	puningcang
普宁寺	puningsi
普钦法师	puqinfashi
普琼瓦宣努坚赞	puqiongwaxuannujianzan
朴秋潭	puqiutan
普劝坐禅仪	puquanzuochanyi
普仁禅师	purenchanshi
溥仁寺	purensi
普容法师	purongfashi
普融智藏	purongzhicang
菩萨	pusa
菩萨本生鬘论	pusabenshengmanlun
菩萨藏	pusacang
菩萨乘	pusacheng
菩萨处胎经	pusachutaijing
菩萨道	pusadao
菩萨地持经	pusadichijing
菩萨顶	pusading
菩萨好心肠	pusahaoxinchang
菩萨戒	pusajie
菩萨戒本	pusajieben
菩萨净戒	pusajingjie
菩萨僧	pusaseng
菩萨善戒经	pusashanjiejing
菩萨十地	pusashidi
菩萨四无畏	pusasiwuwei
菩萨行	pusaxing
菩萨修行能成佛	pusaxiuxingnengchengfo
菩萨璎珞本业经	pusayingluobenyejing
浦尚法师	pushangfashi
朴上月	pushangyue
普胜	pusheng
菩提	puti
菩提本无灯	putibenwudeng
菩提场	putichang
菩提常在智慧心	putichangzaizhihuixin
菩提达摩	putidamo
菩提达磨	putidamo
菩提达摩禅师	putidamochanshi
菩提道次第传灯法师列传	putidaocidichuandengfashiliezhuan
菩提道次第广论	putidaocidiguanglun
菩提道次第诀要	putidaocidijueyao
菩提道次第略论释	putidaocidiluelunshi
菩提道次第论	putidaocidilun
菩提道灯论	putidaodenglun
菩提分	putifen
菩提光	putiguang
菩提果自成	putiguozicheng
菩提净土全了然	putijingtuquanleran|putijingtuquanliaoran
菩提流志	putiliuzhi
菩提流支	putiliuzhi
菩提流志译师	putiliuzhiyishi
菩提留支译师	putiliuzhiyishi
菩提萨埵	putisaduo
菩提深处起慈悲	putishenchuqicibei
菩提树	putishu
菩提寺	putisi
菩提心	putixin
菩提心戒	putixinjie
菩提心来	putixinlai
菩提心来摄持	putixinlaishechi
菩提心论	putixinlun
菩提心如劫末火	putixinrujiemohuo
菩提行经	putixingjing
菩提行愿	putixingyuan
菩提吟	putiyin
菩提正道论	putizhengdaolun
菩提资粮论	putizilianglun
普陀山	putuoshan
普陀宗乘之庙	putuozongchengzhimiao
普闻	puwen
普闻禅师	puwenchanshi
普文法师	puwenfashi
普贤	puxian
普贤菩萨	puxianpusa
普贤如来	puxianrulai
普贤十愿	puxianshiyuan
普贤寺	puxiansi
普贤王如来	puxianwangrulai
普贤行愿品	puxianxingyuanpin
普贤延命法	puxianyanmingfa
普眼	puyan
普曜法师	puyaofashi
朴隐禅师元净	puyinchanshiyuanjing
普雨法师	puyufashi
普雨悉皆萌	puyuxijiemeng
普圆	puyuan
普愿	puyuan
普愿禅师	puyuanchanshi
普愿法师	puyuanfashi
普照	puzhao
普庄禅师	puzhuangchanshi
普庄法师	puzhuangfashi
普孜	puzi
齐安	qian
七宝	qibao
七宝藏	qibaocang
七宝教寺	qibaojiaosi
七宝狱	qibaoyu
齐璧	qibi
七不可避	qibukebi
七财	qicai
岂曾混淆	qicenghunxiao
七层轮灯	qicenglundeng
七常住果	qichangzhuguo
七重行树	qichonghangshu
七重金山	qichongjinshan
七重栏楯	qichonglandun
七重罗网	qichongluowang
齐稠禅师	qichouchanshi
七处八会	qichubahui
七处善	qichushan
契此	qici
祈赐	qici
七大	qida
七大阿僧祗劫	qidaasengzhijie
七大寺	qidasi
七代记	qidaiji
起单	qidan
契丹藏	qidancang
祈祷三宝	qidaosanbao
七等觉支	qidengjuezhi
七谛	qidi
七地	qidi
七地菩萨	qidipusa
七地沈空难	qidishenkongnan
七点七亿	qidianqiyi
齐定州僧明勖	qidingzhousengmingxu
启东白	qidongbai
耆闍崛山	qidujueshan
七法	qifa
七法不可避	qifabukebi
七法财	qifacai
齐法琳	qifalin
齐法师昙迁	qifashitanqian
七番共解	qifangongjie
启芳	qifang
七方便	qifangbian
七分别	qifenbie
七分获一	qifenhuoyi
岐分相映流乃一	qifenxiangyingliunaiyi
七佛	qifo
七佛八菩萨	qifobapusa
七佛八菩萨所说大陀罗尼神咒经	qifobapusasuoshuodatuoluonishenzhoujing
其佛国土	qifoguotu
七佛偈碑亭	qifojibeiting
七佛灭罪真言	qifomiezuizhenyan
七佛通戒偈	qifotongjieji
七佛药师	qifoyaoshi
七佛药师法	qifoyaoshifa
七佛赞呗伽陀	qifozanbeijiatuo|qifozanbaigatuo
其福何能量	qifuhenengliang
七福神	qifushen
乞丐与禅	qigaiyuchan
七垢	qigou
七归依	qiguiyi
其国众生	qiguozhongsheng
七海	qihai
齐翰	qihan
七黑山	qiheishan
七华	qihua
祇洹精舍	qihuanjingshe
齐慧进	qihuijin
齐慧敬	qihuijing
齐己	qiji
契机	qiji
七加行	qijiahang
七见	qijian
七见二疑二无明	qijianeryierwuming
器界	qijie
七金山	qijinshan
契经	qijing
七净华	qijinghua
七境界	qijingjie
七聚	qiju
七句答	qijuda
七俱胝独部法	qijuzhidubufa
七俱胝佛母所说准提陀罗尼经	qijuzhifomusuoshuozhuntituoluonijing
七觉分	qijuefen
七觉士	qijueshi
七觉支	qijuezhi
七空	qikong
弃老国	qilaoguo
契理	qili
齐琏	qilian
七流	qiliu
七漏	qilou
气脉明点	qimaimingdian
七灭诤	qimiezheng
七母天	qimutian
七难	qinan
七逆	qini
骑牛觅牛	qiniuminiu
祁婆迦尊者	qipojiazunzhe
耆婆耆婆	qipoqipo
七菩提分	qiputifen
齐齐哈尔大乘寺	qiqihaerdachengsi
七七斋	qiqizhai
器情	qiqing
祈请	qiqing
祈请文	qiqingwen
祈请者	qiqingzhe
七趣	qiqu
七劝	qiquan
七日作坛法	qirizuotanfa
契如	qiru
齐僧柔	qisengrou
碛砂版大藏经	qishabandacangjing
七善	qishan
七善法	qishanfa
七善律仪	qishanlvyi
七善士趣	qishanshiqu
旗山万佛寺	qishanwanfosi
七圣财	qishengcai
七圣觉	qishengjue
七胜事	qishengshi
七识	qishi
七使	qishi
乞食	qishi
乞士	qishi
器世间	qishijian
器世界	qishijie
起世经	qishijing
七十空性论	qishikongxinglun
七十三相	qishisanxiang
七十五法	qishiwufa
七识住	qishizhu
稽首天外天	qishoutianwaitian
祈受用	qishouyong
祇树	qishu
祇树给孤独园	qishugeiguduyuan
祇树给孤独园有	qishugeiguduyuanyou
其数甚多	qishushenduo
齐思贻	qisiyi
契嵩	qisong
契嵩禅师	qisongchanshi
契嵩法师	qisongfashi
七塔寺	qitasi
七塔寺志	qitasizhi
齐昙宏	qitanhong
七堂伽蓝	qitangqielan
七条衣	qitiaoyi
其土有佛	qituyoufo
其土众生	qituzhongsheng
七陀罗尼	qituoluoni
祇陀太子	chituotaizi|qituotaizi
七万释种	qiwanshizhong
七系付法传	qixifufachuan
栖霞寺	qixiasi
七贤	qixian
栖贤	qixian
七贤七圣	qixianqisheng
栖贤湜禅师	qixianshichanshi
起现行	qixianxing
起信论	qixinlun
七星如意轮	qixingruyilun
栖岩益和尚	qiyanyiheshang
奇央缄来	qiyangjianlai
七曜	qiyao
七曜星辰别行法	qiyaoxingchenbiexingfa
祇夜	qiye|chiye
祇夜多	qiyeduo|chiyeduo
七叶树	qiyeshu
起业相	qiyexiang
七叶岩	qiyeyan
栖隐	qiyin
七因明	qiyinming
七有	qiyou
七喻	qiyu
绮语	qiyu
齐玉泉昙超法师	qiyuquantanchaofashi
启原	qiyuan
祇园	qiyuan
祇园法师	chiyuanfashi|qiyuanfashi
祇园会	chiyuanhui|qiyuanhui
祇园精舍	chiyuanjingshe|qiyuanjingshe
祇园寺	chiyuansi|qiyuansi
祈愿往生净土陀罗尼	qiyuanwangshengjingtutuoluoni
七月荷花慢慢出	qiyuehehuamanmanchu
七遮罪	qizhezui
七真如	qizhenru
契真寺	qizhensi
齐政	qizheng
七证师	qizhengshi
七支	qizhi
七支供	qizhigong
七支戒	qizhijie
七支结护	qizhijiehu
器之为璠	qizhiweifan
七众	qizhong
七种辩	qizhongbian
七种布施	qizhongbushi
七种忏悔心	qizhongchanhuixin
七种净	qizhongjing
七种立题	qizhongliti
七种生死	qizhongshengsi
七种无上	qizhongwushang
七种相	qizhongxiang
七种语	qizhongyu
齐州僧	qizhouseng
祈竹仁宝哲	qizhurenbaozhe
祈竹仁波切	qizhurenboqie
起诸善法本是幻	qizhushanfabenshihuan
七转第八互为因果	qizhuandibahuweiyinguo
七转识	qizhuanshi
七宗	qizong
契祖	qizu
七祖佛陀难提尊者	qizufotuonantizunzhe
七祖婆须蜜尊者	qizupoxumizunzhe
七祖天宫尊者慧威	qizutiangongzunzhehuiwei
七尊佛都过去了	qizunfodouguoqule
恰巴却吉僧格	qiabaquejisengge
恰赤却	qiachique
恰达敦巴	qiadadunba
恰力巴	qialiba
恰美仁波切	qiameirenboqie
潜庵清源	qiananqingyuan
